,videoid,publishedAt,thumbnail_url,hashtags,viewCount,commentCount
97,jYdSY2M41Zc,2022-10-25T18:36:17Z,https://i.ytimg.com/vi/jYdSY2M41Zc/hqdefault.jpg,{'#DiwaliRiotPlot'},4039,13
98,yVHHy2ozkaY,2019-03-06T04:11:26Z,https://i.ytimg.com/vi/yVHHy2ozkaY/hqdefault.jpg,{'#PunishPakLoyalists'},52715,505
99,0iLbCnS6dd8,2019-01-15T05:47:43Z,https://i.ytimg.com/vi/0iLbCnS6dd8/hqdefault.jpg,{'#TukdeTukdeChargesheet'},197758,2229
100,lzVpXULwSDA,2018-10-30T16:13:27Z,https://i.ytimg.com/vi/lzVpXULwSDA/hqdefault.jpg,{'#RahulGotraAttack'},19762,103
101,LQQBl8-PVRE,2022-07-07T17:32:34Z,https://i.ytimg.com/vi/LQQBl8-PVRE/hqdefault.jpg,{'#WhoFundedZubair'},113265,123
102,ODgHxXuPtKQ,2020-01-13T18:13:20Z,https://i.ytimg.com/vi/ODgHxXuPtKQ/hqdefault.jpg,{'#CantStopRepublic'},60021,658
103,nKKtmWJOx1A,2022-05-02T18:02:12Z,https://i.ytimg.com/vi/nKKtmWJOx1A/hqdefault.jpg,{'#1S1SReality'},59514,79
104,HcQZOVmv110,2022-06-17T18:45:01Z,https://i.ytimg.com/vi/HcQZOVmv110/hqdefault.jpg,{'#IndiaForAgnipath'},23342,154
105,qu97sEp2e2k,2018-08-30T11:04:24Z,https://i.ytimg.com/vi/qu97sEp2e2k/hqdefault.jpg,"{'#NationalistsVsMaoist', '#NationalistsVsMaoists'}",30038,246
106,tAPogLhcyp4,2020-02-12T19:35:30Z,https://i.ytimg.com/vi/tAPogLhcyp4/hqdefault.jpg,{'#HowMuchFree'},49011,478
107,h8cS3KT5G9E,2018-09-06T02:19:15Z,https://i.ytimg.com/vi/h8cS3KT5G9E/hqdefault.jpg,{'#IndiaForGayRights'},45347,254
108,mci8GAudY5I,2020-09-09T19:30:53Z,https://i.ytimg.com/vi/mci8GAudY5I/hqdefault.jpg,{'#SunandaMurder'},159823,634
109,9NOiXLsPx88,2020-10-01T18:00:46Z,https://i.ytimg.com/vi/9NOiXLsPx88/hqdefault.jpg,{'#RheaLiedAboutSSR'},353218,2015
110,CsSbEo_HWUo,2022-07-04T19:00:04Z,https://i.ytimg.com/vi/CsSbEo_HWUo/hqdefault.jpg,{'#PMSecurityBreach'},18271,106
111,DpTw7_6ioZ4,2019-07-27T06:09:40Z,https://i.ytimg.com/vi/DpTw7_6ioZ4/hqdefault.jpg,{'#SackPervertAzam'},37218,295
112,9MVsVaFqDmc,2020-08-24T16:26:05Z,https://i.ytimg.com/vi/9MVsVaFqDmc/hqdefault.jpg,{'#SushantTruthNow'},472574,930
113,E3gOSqE0kTg,2022-05-06T17:38:44Z,https://i.ytimg.com/vi/E3gOSqE0kTg/hqdefault.jpg,{'#BaggaTweetArrest'},79712,136
114,Jm7p4wE_RJw,2021-06-24T17:54:26Z,https://i.ytimg.com/vi/Jm7p4wE_RJw/hqdefault.jpg,{'#KashmirPolicyWins'},33302,109
115,3bj5Mm_YZic,2020-06-19T17:05:51Z,https://i.ytimg.com/vi/3bj5Mm_YZic/hqdefault.jpg,{'#CongTraitorOnTape'},18853,101
116,ajo6SPrpgdE,2020-09-16T16:33:14Z,https://i.ytimg.com/vi/ajo6SPrpgdE/hqdefault.jpg,{'#SushantHomicide'},82407,162
117,RNoQBdofXCs,2020-07-27T16:21:42Z,https://i.ytimg.com/vi/RNoQBdofXCs/hqdefault.jpg,{'#SpeakUpForSushant'},225440,842
118,NwTYgfs4N2Q,2022-03-14T17:31:47Z,https://i.ytimg.com/vi/NwTYgfs4N2Q/hqdefault.jpg,{'#KashmirFilesDebate'},577874,1639
119,A930Ub5JhcQ,2022-07-06T17:42:13Z,https://i.ytimg.com/vi/A930Ub5JhcQ/hqdefault.jpg,{'#HinduphobicViolence'},120184,57
120,mX2K7kFobjM,2022-10-27T13:59:20Z,https://i.ytimg.com/vi/mX2K7kFobjM/hqdefault.jpg,{'#TelanganaPoachingClaim'},1596,7
121,AY4nz8hIyoc,2021-07-13T18:01:56Z,https://i.ytimg.com/vi/AY4nz8hIyoc/hqdefault.jpg,{'#NoBeefBan'},46048,406
122,s4klDy3k-bM,2018-10-18T06:30:01Z,https://i.ytimg.com/vi/s4klDy3k-bM/hqdefault.jpg,{'#Sabarimala'},40751,650
123,oWsXwaWe0t8,2022-08-17T19:30:03Z,https://i.ytimg.com/vi/oWsXwaWe0t8/hqdefault.jpg,{'#WhoWantsRohingyas'},9567,65
124,xAxGscXcRks,2020-10-30T16:34:33Z,https://i.ytimg.com/vi/xAxGscXcRks/hqdefault.jpg,{'#ParamBirLieExposed'},22341,131
125,onuJO1c2Fus,2022-02-10T18:29:17Z,https://i.ytimg.com/vi/onuJO1c2Fus/hqdefault.jpg,{'#CharityScandal'},82765,383
126,ybCMdJ7zioY,2022-04-13T18:15:12Z,https://i.ytimg.com/vi/ybCMdJ7zioY/hqdefault.jpg,{'#USWarBonanza'},190967,1198
127,o9qRW3NV-28,2021-08-10T17:39:58Z,https://i.ytimg.com/vi/o9qRW3NV-28/hqdefault.jpg,{'#PakTerrorTape'},8616,50
128,01DPvKRbXV8,2020-03-24T16:43:08Z,https://i.ytimg.com/vi/01DPvKRbXV8/hqdefault.jpg,"{'#21DayLockdown', '#21'}",10195,15
129,4xw1tSuJ35Q,2022-05-31T17:45:41Z,https://i.ytimg.com/vi/4xw1tSuJ35Q/hqdefault.jpg,{'#SatyendarFiles'},52499,81
130,nAUy3dbi3Pk,2021-10-26T18:13:37Z,https://i.ytimg.com/vi/nAUy3dbi3Pk/hqdefault.jpg,{'#WankhedeVsMalik'},81819,902
131,aIeOMTsCTR4,2020-12-24T18:02:59Z,https://i.ytimg.com/vi/aIeOMTsCTR4/hqdefault.jpg,{'#CongShowSaboot'},90265,521
132,yo1tNET2V_k,2022-06-02T17:40:16Z,https://i.ytimg.com/vi/yo1tNET2V_k/hqdefault.jpg,{'#HinduExodus'},52687,124
133,DNpzusqUuls,2022-06-16T18:00:06Z,https://i.ytimg.com/vi/DNpzusqUuls/hqdefault.jpg,{'#RollTheBulldozer'},16935,84
134,E4lfFQOj7_w,2021-08-25T21:39:20Z,https://i.ytimg.com/vi/E4lfFQOj7_w/hqdefault.jpg,{'#USBetraysAfghans'},100495,896
135,p_NYmfz40qU,2019-06-19T05:35:45Z,https://i.ytimg.com/vi/p_NYmfz40qU/hqdefault.jpg,"{'#Biharlnvestigation', '#BiharInvestigation'}",10051,99
136,Sl7xk-hh1XY,2022-09-08T16:47:50Z,https://i.ytimg.com/vi/Sl7xk-hh1XY/hqdefault.jpg,{'#NoTributeForTerror'},27742,40
137,Zz2W6Ah67Jc,2020-01-09T18:54:17Z,https://i.ytimg.com/vi/Zz2W6Ah67Jc/hqdefault.jpg,"{'#National', '#NationalismInKashmir'}",98559,528
138,2qH3inol6ec,2020-02-14T17:55:00Z,https://i.ytimg.com/vi/2qH3inol6ec/hqdefault.jpg,{'#BengaluruCoverup'},1740,4
139,MDwdmQWwVK8,2022-03-18T17:33:54Z,https://i.ytimg.com/vi/MDwdmQWwVK8/hqdefault.jpg,{'#OilHypocrisy'},195944,456
140,c3chHi2ijJU,2022-05-30T17:35:08Z,https://i.ytimg.com/vi/c3chHi2ijJU/hqdefault.jpg,{'#GyanvapiTapes'},66395,102
141,ozW83AS8sB8,2019-01-25T06:00:36Z,https://i.ytimg.com/vi/ozW83AS8sB8/hqdefault.jpg,{'#NationalApprovalRatings'},51081,234
142,JWMa6hkubfI,2021-09-09T19:01:40Z,https://i.ytimg.com/vi/JWMa6hkubfI/hqdefault.jpg,"{'#Taliban91', '#Taliban911Celebration'}",36009,342
143,u4VIc8Xkxt8,2022-05-07T16:04:01Z,https://i.ytimg.com/vi/u4VIc8Xkxt8/hqdefault.jpg,{'#Hinduphobia'},63531,241
144,kKXoLqbP3NY,2022-04-07T12:39:33Z,https://i.ytimg.com/vi/kKXoLqbP3NY/hqdefault.jpg,{'#ArnabZelenskyyinterview'},640756,2785
145,lz6XhPKbS5E,2021-01-27T18:31:04Z,https://i.ytimg.com/vi/lz6XhPKbS5E/hqdefault.jpg,{'#NationalistCollective'},39934,406
146,tcEK7IjvGmM,2020-11-12T16:35:54Z,https://i.ytimg.com/vi/tcEK7IjvGmM/hqdefault.jpg,"{'#ArnabisBack', '#ArnablisBack'}",79663,567
147,0pm1C8H0Xp8,2020-06-30T17:29:39Z,https://i.ytimg.com/vi/0pm1C8H0Xp8/hqdefault.jpg,{'#RepublicDefeatsSonia'},43359,68
148,RZqamoZYnqU,2020-08-13T18:04:46Z,https://i.ytimg.com/vi/RZqamoZYnqU/hqdefault.jpg,{'#CBIForSSR'},524163,5689
149,S7ECRpCS_qg,2021-06-29T18:10:12Z,https://i.ytimg.com/vi/S7ECRpCS_qg/hqdefault.jpg,{'#AntiVistaLobbyFlops'},11061,41
150,hz3hAeZqu2o,2020-09-17T16:54:29Z,https://i.ytimg.com/vi/hz3hAeZqu2o/hqdefault.jpg,{'#FreeGilgitBaltistan'},20453,61
151,PFkEKtf_MZ0,2019-03-28T06:31:01Z,https://i.ytimg.com/vi/PFkEKtf_MZ0/hqdefault.jpg,"{'#IindiaSpaceSuperPower', '#IndiaSpaceSuperPower'}",62594,445
152,-vJrK5JTe1E,2020-07-30T18:42:52Z,https://i.ytimg.com/vi/-vJrK5JTe1E/hqdefault.jpg,{'#SushantConspiracy'},543847,4175
153,jmug3De1aSo,2022-05-04T17:36:48Z,https://i.ytimg.com/vi/jmug3De1aSo/hqdefault.jpg,{'#VazeKillerCop'},75512,76
154,830sK0V7GUc,2021-01-18T16:25:47Z,https://i.ytimg.com/vi/830sK0V7GUc/hqdefault.jpg,{'#RepublicVsPakistan'},38653,583
155,I3XKx59TET8,2020-11-24T17:09:23Z,https://i.ytimg.com/vi/I3XKx59TET8/hqdefault.jpg,"{'#COVI', '#COVIDSecondWave'}",13067,52
156,gVpC1R19LpM,2020-04-02T19:45:02Z,https://i.ytimg.com/vi/gVpC1R19LpM/hqdefault.jpg,{'#LockdownQuestions'},9056,18
157,pnZQCWlTaEs,2022-06-21T18:17:45Z,https://i.ytimg.com/vi/pnZQCWlTaEs/hqdefault.jpg,{'#TheNextPresident'},18597,93
158,tPDj7FhbUso,2020-08-16T08:10:31Z,https://i.ytimg.com/vi/tPDj7FhbUso/hqdefault.jpg,"{'#CBIFo', '#CBIForSSR'}",200617,906
159,m5gTzSG9tWE,2020-02-13T17:36:28Z,https://i.ytimg.com/vi/m5gTzSG9tWE/hqdefault.jpg,"{'#2', '#JaishankarGivesitBack'}",9517,13
160,M202TYmClg4,2022-05-05T17:32:37Z,https://i.ytimg.com/vi/M202TYmClg4/hqdefault.jpg,{'#JusticeForNagaraju'},67665,293
161,c3VecGVCucU,2021-07-01T17:35:30Z,https://i.ytimg.com/vi/c3VecGVCucU/hqdefault.jpg,{'#YogiVsAll'},2577,12
162,D9haUMr2Bus,2020-06-26T17:33:17Z,https://i.ytimg.com/vi/D9haUMr2Bus/hqdefault.jpg,{'#RightToReport'},14741,39
163,WuG3tWdDbak,2020-07-07T18:43:30Z,https://i.ytimg.com/vi/WuG3tWdDbak/hqdefault.jpg,{'#DragonWithoutFire'},189056,504
164,DB1_L8dowu4,2020-09-22T16:18:12Z,https://i.ytimg.com/vi/DB1_L8dowu4/hqdefault.jpg,{'#BollywoodDirt'},61554,255
165,LwbSZWvKPME,2020-09-21T18:21:54Z,https://i.ytimg.com/vi/LwbSZWvKPME/hqdefault.jpg,{'#BoycottBollywoodDruggies'},587466,3399
166,WM2xFF9YOy4,2020-11-16T17:17:33Z,https://i.ytimg.com/vi/WM2xFF9YOy4/hqdefault.jpg,{'#PFIGlobalConspiracy'},9642,30
167,cXYlR78cKdE,2022-04-14T17:37:19Z,https://i.ytimg.com/vi/cXYlR78cKdE/hqdefault.jpg,{'#Campusintolerance'},81360,113
168,HgfeC-AQhu4,2021-01-19T19:47:33Z,https://i.ytimg.com/vi/HgfeC-AQhu4/hqdefault.jpg,"{'#3', '#ArnabWontCompromise'}",93077,1882
169,812tM9zPaN0,2021-02-12T18:56:46Z,https://i.ytimg.com/vi/812tM9zPaN0/hqdefault.jpg,{'#IndiaRejectsAbuse'},64128,572
170,_agWXVjkzgM,2021-09-23T18:42:42Z,https://i.ytimg.com/vi/_agWXVjkzgM/hqdefault.jpg,{'#HuntForParamBir'},112903,533
171,G8owCsXiBjw,2020-11-23T16:07:56Z,https://i.ytimg.com/vi/G8owCsXiBjw/hqdefault.jpg,{'#DrugMafiaVsNCB'},108521,419
172,h8GzkLVkIGI,2020-11-25T18:32:44Z,https://i.ytimg.com/vi/h8GzkLVkIGI/hqdefault.jpg,{'#LoveJihadDebate'},78505,568
173,fP2nEs04Z7M,2020-09-01T16:49:58Z,https://i.ytimg.com/vi/fP2nEs04Z7M/hqdefault.jpg,{'#FBDontBlock'},32340,68
174,WZzffGA6pWM,2022-07-11T19:00:08Z,https://i.ytimg.com/vi/WZzffGA6pWM/hqdefault.jpg,{'#HumanRightsForProfit'},11749,61
175,98EUq_ws9WE,2020-11-12T18:19:55Z,https://i.ytimg.com/vi/98EUq_ws9WE/hqdefault.jpg,"{'#ArnablsBack', '#ArnablisBack'}",263532,1655
176,IZ7g0Hri0Ao,2020-06-26T16:36:35Z,https://i.ytimg.com/vi/IZ7g0Hri0Ao/hqdefault.jpg,"{'#SoniatrustScam', '#SoniaTrustScam'}",3617,20
177,I9LLMIZvXvo,2020-11-16T18:16:34Z,https://i.ytimg.com/vi/I9LLMIZvXvo/hqdefault.jpg,{'#NobodyWantsVadras'},179734,467
178,tM83h-ZtiTI,2022-09-29T18:21:05Z,https://i.ytimg.com/vi/tM83h-ZtiTI/hqdefault.jpg,{'#RealTRPScam'},4916,32
179,PDr8WRGCZw4,2022-05-16T18:20:57Z,https://i.ytimg.com/vi/PDr8WRGCZw4/hqdefault.jpg,{'#BabaMilGaye'},37599,156
180,NNGG0uExf7E,2022-05-14T16:00:02Z,https://i.ytimg.com/vi/NNGG0uExf7E/hqdefault.jpg,{'#BurnindiaGang'},68517,226
181,d253O7PNRfY,2020-11-19T17:28:43Z,https://i.ytimg.com/vi/d253O7PNRfY/hqdefault.jpg,"{'#CongLessOppo', '#CongLessOpposition'}",10529,47
182,tVyeMNDzYOg,2022-06-14T18:01:50Z,https://i.ytimg.com/vi/tVyeMNDzYOg/hqdefault.jpg,{'#FreedomStruggleForProfit'},75470,61
183,r2DTqG9s0Vo,2022-04-20T17:32:03Z,https://i.ytimg.com/vi/r2DTqG9s0Vo/hqdefault.jpg,{'#BulldozerYesOrNo'},89498,274
184,cyRWX2XpYhE,2020-09-22T16:13:15Z,https://i.ytimg.com/vi/cyRWX2XpYhE/hqdefault.jpg,{'#BollywoodDirt'},95296,255
185,k4VQ4h7O78s,2020-08-27T17:00:05Z,https://i.ytimg.com/vi/k4VQ4h7O78s/hqdefault.jpg,{'#ArrestRheaChakraborty'},78337,331
186,eJvJco6hXWg,2021-02-22T17:09:09Z,https://i.ytimg.com/vi/eJvJco6hXWg/hqdefault.jpg,{'#PinarayiSpeakUp'},5295,43
187,_MoliCXM5cw,2017-08-02T16:35:26Z,https://i.ytimg.com/vi/_MoliCXM5cw/hqdefault.jpg,{'#CongCashStash'},25014,21
188,4od3KkcFzis,2022-01-27T18:48:30Z,https://i.ytimg.com/vi/4od3KkcFzis/hqdefault.jpg,{'#AnsariControversy'},67090,453
189,OaqNE0rgJX4,2022-03-09T16:32:17Z,https://i.ytimg.com/vi/OaqNE0rgJX4/hqdefault.jpg,{'#ChinaWarnsWest'},275025,959
190,5fvq6pAgZaI,2020-01-21T17:05:54Z,https://i.ytimg.com/vi/5fvq6pAgZaI/hqdefault.jpg,{'#PavanExplodes'},1215,1
191,KiHAh3Y4-fs,2020-02-20T19:18:08Z,https://i.ytimg.com/vi/KiHAh3Y4-fs/hqdefault.jpg,{'#ShaheenBaghCollapse'},57818,143
192,vNiW6VEY9AY,2020-09-15T16:35:39Z,https://i.ytimg.com/vi/vNiW6VEY9AY/hqdefault.jpg,{'#WakeUpBollywood'},131220,755
193,FgzH09A1HTI,2020-07-29T18:51:02Z,https://i.ytimg.com/vi/FgzH09A1HTI/hqdefault.jpg,{'#IndiaForSushant'},621899,6678
194,FxktToAWXUk,2020-06-16T16:49:12Z,https://i.ytimg.com/vi/FxktToAWXUk/hqdefault.jpg,{'#ChinaGetOut'},339274,1205
195,Q8OrRrmonxE,2019-09-28T06:53:59Z,https://i.ytimg.com/vi/Q8OrRrmonxE/hqdefault.jpg,{'#ModiCreatesHistory'},52006,262
196,dZh5_Ly2AKM,2020-06-22T17:24:25Z,https://i.ytimg.com/vi/dZh5_Ly2AKM/hqdefault.jpg,{'#SoniaChinaDeal'},16176,121
197,3RGo4tJ68CQ,2020-01-21T17:06:21Z,https://i.ytimg.com/vi/3RGo4tJ68CQ/hqdefault.jpg,{'#PavanExplodes'},1474,6
198,fef_uKI0-Xg,2022-03-21T17:31:27Z,https://i.ytimg.com/vi/fef_uKI0-Xg/hqdefault.jpg,{'#WorldWarWarning'},170053,442
199,9bwM4q7A14g,2020-12-10T17:24:36Z,https://i.ytimg.com/vi/9bwM4q7A14g/hqdefault.jpg,{'#StopFarmerPolitics'},13527,149
200,aSNbTVA2IOc,2021-04-08T18:37:29Z,https://i.ytimg.com/vi/aSNbTVA2IOc/hqdefault.jpg,{'#ExposeExtortionGang'},68009,208
201,2C3Hs2wdaoc,2020-08-27T16:45:40Z,https://i.ytimg.com/vi/2C3Hs2wdaoc/hqdefault.jpg,{'#ArrestRheaChakraborty'},31197,216
202,oOOhs9BGknc,2020-11-24T18:29:23Z,https://i.ytimg.com/vi/oOOhs9BGknc/hqdefault.jpg,{'#COVIDSecondWave'},55647,239
203,Uy3UJC8Wgws,2022-05-04T18:41:57Z,https://i.ytimg.com/vi/Uy3UJC8Wgws/hqdefault.jpg,{'#RajVsUddhav'},26355,100
204,yqCKzNQmykk,2022-05-20T18:15:02Z,https://i.ytimg.com/vi/yqCKzNQmykk/hqdefault.jpg,{'#WhokKilledSheena'},31600,106
205,KOEh0aGiqH4,2021-03-25T16:25:46Z,https://i.ytimg.com/vi/KOEh0aGiqH4/hqdefault.jpg,{'#VazegateClincher'},20032,34
206,xirAodrvLoM,2021-10-19T19:05:56Z,https://i.ytimg.com/vi/xirAodrvLoM/hqdefault.jpg,{'#PakTrembling'},54593,343
207,nPKXsClLdlA,2021-06-21T18:14:38Z,https://i.ytimg.com/vi/nPKXsClLdlA/hqdefault.jpg,{'#2ChildPolicy'},31012,284
208,AyZ32tgYo7U,2021-06-29T18:25:15Z,https://i.ytimg.com/vi/AyZ32tgYo7U/hqdefault.jpg,{'#AntiVistaLobbyFlops'},17377,102
209,BfyI9U5T5PU,2022-02-16T18:08:03Z,https://i.ytimg.com/vi/BfyI9U5T5PU/hqdefault.jpg,{'#Nolnvasion'},24792,63
210,I80cNOZuPrs,2021-01-21T17:58:29Z,https://i.ytimg.com/vi/I80cNOZuPrs/hqdefault.jpg,{'#NetajiAbovePolitics'},14698,224
211,RqK9e43wrI0,2020-05-19T16:44:14Z,https://i.ytimg.com/vi/RqK9e43wrI0/hqdefault.jpg,{'#VadraBusSham'},4828,34
212,oDjqTxYY6E4,2020-09-03T17:32:00Z,https://i.ytimg.com/vi/oDjqTxYY6E4/hqdefault.jpg,"{'#JusticeForPMCVictims', '#30'}",25421,113
213,e0s0ZGaqltU,2020-08-05T16:42:33Z,https://i.ytimg.com/vi/e0s0ZGaqltU/hqdefault.jpg,"{'#SushantWaskKilled', '#SushantWasKilled', '#SushantWaskiled', '#SushantWaskilled'}",99326,313
214,r3fLsJODYnY,2020-06-17T17:33:51Z,https://i.ytimg.com/vi/r3fLsJODYnY/hqdefault.jpg,{'#BharatVsChina'},28673,182
215,_T1zc90K2fk,2020-10-15T16:29:39Z,https://i.ytimg.com/vi/_T1zc90K2fk/hqdefault.jpg,{'#RealSecularism'},14823,85
216,gDjWTmXRt9M,2020-06-02T17:21:33Z,https://i.ytimg.com/vi/gDjWTmXRt9M/hqdefault.jpg,{'#BoycottChina'},10290,67
217,2vUVs0frUfs,2022-04-14T18:15:28Z,https://i.ytimg.com/vi/2vUVs0frUfs/hqdefault.jpg,{'#LoudspeakerFight'},34224,154
218,zRzvvMwP5Lw,2019-10-10T05:48:19Z,https://i.ytimg.com/vi/zRzvvMwP5Lw/hqdefault.jpg,"{'#5', '#JusticeForPMCVictims'}",30503,312
219,TJsXhrAyJ7E,2019-10-05T05:48:49Z,https://i.ytimg.com/vi/TJsXhrAyJ7E/hqdefault.jpg,{'#NationalismMatters'},20365,132
220,4SjcPuzXyzM,2022-04-29T18:33:57Z,https://i.ytimg.com/vi/4SjcPuzXyzM/hqdefault.jpg,{'#LoudspeakerAlliance'},29926,86
221,eGx5vuLU7Ns,2020-01-20T18:36:07Z,https://i.ytimg.com/vi/eGx5vuLU7Ns/hqdefault.jpg,{'#ShaheenBaghScam'},63395,330
222,DC_TpiG4WWA,2019-08-01T05:00:21Z,https://i.ytimg.com/vi/DC_TpiG4WWA/hqdefault.jpg,"{'#U', '#UdtaBollywood'}",1634291,5397
223,wdZULgzY_gE,2019-08-14T05:52:48Z,https://i.ytimg.com/vi/wdZULgzY_gE/hqdefault.jpg,"{'#PakPackUpp', '#PakPackU'}",153626,701
224,9iK-HvQR0iY,2020-12-15T18:16:54Z,https://i.ytimg.com/vi/9iK-HvQR0iY/hqdefault.jpg,"{'#ConglinsultsDemocracy', '#CongInsultsDemocracy'}",8164,91
225,X49vzws9T3g,2021-06-23T17:56:33Z,https://i.ytimg.com/vi/X49vzws9T3g/hqdefault.jpg,{'#PakTerrorBitesBack'},6251,17
226,sY81Bc62lr4,2019-02-21T04:58:52Z,https://i.ytimg.com/vi/sY81Bc62lr4/hqdefault.jpg,{'#BoycottPakistan'},105835,959
227,0GN7IQ_3l4U,2022-05-05T18:41:19Z,https://i.ytimg.com/vi/0GN7IQ_3l4U/hqdefault.jpg,{'#CAANow'},11338,108
228,J8m0jvbR0Ko,2019-09-10T05:57:14Z,https://i.ytimg.com/vi/J8m0jvbR0Ko/hqdefault.jpg,{'#RepublicExposesAmnesty'},10514,68
229,riFVTIiyE04,2020-09-02T18:29:44Z,https://i.ytimg.com/vi/riFVTIiyE04/hqdefault.jpg,{'#BharatVsRheaPR'},395089,2886
230,4t3W6sXckvc,2021-03-09T16:33:44Z,https://i.ytimg.com/vi/4t3W6sXckvc/hqdefault.jpg,{'#BengalTerrorTapes'},21656,126
231,yjHDrqCn-H4,2020-12-18T17:34:23Z,https://i.ytimg.com/vi/yjHDrqCn-H4/hqdefault.jpg,{'#ModiAssuresFarmers'},62476,375
232,e3rwtmhD3-0,2020-08-24T18:57:48Z,https://i.ytimg.com/vi/e3rwtmhD3-0/hqdefault.jpg,{'#SushantTruthNow'},681307,2484
233,A1cMwu05LC4,2020-11-05T16:54:09Z,https://i.ytimg.com/vi/A1cMwu05LC4/hqdefault.jpg,{'#IndiaWithArnab'},68791,456
234,BiWhf86pZEk,2021-06-24T16:47:06Z,https://i.ytimg.com/vi/BiWhf86pZEk/hqdefault.jpg,{'#KashmirPolicyWins'},3662,16
235,zkYF-t--oO8,2020-09-13T06:51:09Z,https://i.ytimg.com/vi/zkYF-t--oO8/hqdefault.jpg,"{'#ExposeFakeMe', '#ExposeFakeMedia'}",142390,797
236,5lVLZqRu-qY,2020-08-27T17:42:46Z,https://i.ytimg.com/vi/5lVLZqRu-qY/hqdefault.jpg,{'#ArrestRheaChakraborty'},162367,599
237,c7BXSpX1bSk,2020-07-14T16:35:50Z,https://i.ytimg.com/vi/c7BXSpX1bSk/hqdefault.jpg,{'#VadrasSackPilot'},20031,68
238,mptDnFKBv-A,2020-08-26T18:28:31Z,https://i.ytimg.com/vi/mptDnFKBv-A/hqdefault.jpg,{'#FirstConfessionOut'},1050668,4852
239,V3tH-3BUR9w,2019-08-15T03:48:53Z,https://i.ytimg.com/vi/V3tH-3BUR9w/hqdefault.jpg,{'#NegativityGang'},250399,757
240,LZqA8mpCMTw,2019-09-04T06:58:41Z,https://i.ytimg.com/vi/LZqA8mpCMTw/hqdefault.jpg,{'#DhamkiGangArrested'},73336,501
241,BDQfxzuEBm0,2020-05-05T17:24:17Z,https://i.ytimg.com/vi/BDQfxzuEBm0/hqdefault.jpg,"{'#LiquorHurtsCovidFi', '#LiquorHurtsCovidFight'}",3729,16
242,Y6BhEjj7h7o,2022-03-03T18:28:19Z,https://i.ytimg.com/vi/Y6BhEjj7h7o/hqdefault.jpg,{'#ArmyVsPeople'},48268,366
243,EclUBUgjmBE,2019-02-13T03:17:51Z,https://i.ytimg.com/vi/EclUBUgjmBE/hqdefault.jpg,{'#RepublicBharatVSAMU'},126282,1588
244,RwXtpJK3vJA,2021-12-24T18:04:07Z,https://i.ytimg.com/vi/RwXtpJK3vJA/hqdefault.jpg,"{'#OwaisiThreatensCops', '#OwaoisiThreatensCops'}",53566,323
245,l5aAULlIuUE,2020-04-13T17:04:20Z,https://i.ytimg.com/vi/l5aAULlIuUE/hqdefault.jpg,{'#LockdownNoCompromise'},2599,11
246,DVRR363HVNg,2020-10-29T18:10:08Z,https://i.ytimg.com/vi/DVRR363HVNg/hqdefault.jpg,{'#PakPulwamaAdmission'},153605,671
247,w2vqPrzbEUQ,2020-01-24T19:32:23Z,https://i.ytimg.com/vi/w2vqPrzbEUQ/hqdefault.jpg,{'#SorosLies'},58166,557
248,OdW-k8oG4GQ,2021-03-15T17:34:12Z,https://i.ytimg.com/vi/OdW-k8oG4GQ/hqdefault.jpg,{'#BengalCoalScam'},6607,20
249,Lpg2Hiw-31o,2019-08-09T05:58:43Z,https://i.ytimg.com/vi/Lpg2Hiw-31o/hqdefault.jpg,{'#ModiKashmirSpeech'},46305,276
250,RwXtpJK3vJA,2021-12-24T18:04:07Z,https://i.ytimg.com/vi/RwXtpJK3vJA/hqdefault.jpg,"{'#OwaisiThreatensCops', '#OwaoisiThreatensCops'}",53566,323
251,bRsXH9r8ZKc,2021-11-17T18:18:30Z,https://i.ytimg.com/vi/bRsXH9r8ZKc/hqdefault.jpg,{'#AbuselsNotComedy'},148614,1408
252,w2vqPrzbEUQ,2020-01-24T19:32:23Z,https://i.ytimg.com/vi/w2vqPrzbEUQ/hqdefault.jpg,{'#SorosLies'},58166,557
253,OdW-k8oG4GQ,2021-03-15T17:34:12Z,https://i.ytimg.com/vi/OdW-k8oG4GQ/hqdefault.jpg,{'#BengalCoalScam'},6607,20
254,Lpg2Hiw-31o,2019-08-09T05:58:43Z,https://i.ytimg.com/vi/Lpg2Hiw-31o/hqdefault.jpg,{'#ModiKashmirSpeech'},46305,276
255,iui9Fla1r5A,2021-09-23T18:37:02Z,https://i.ytimg.com/vi/iui9Fla1r5A/hqdefault.jpg,{'#AgniSuperpower'},63796,300
256,o4H3jjWtQp4,2020-04-28T16:38:10Z,https://i.ytimg.com/vi/o4H3jjWtQp4/hqdefault.jpg,{'#ExtendLockdown'},7494,24
257,Anvo2-Cq48w,2021-06-28T17:47:41Z,https://i.ytimg.com/vi/Anvo2-Cq48w/hqdefault.jpg,{'#HateSpreadersRun'},1833,12
258,rCMMU_u5OMo,2022-04-29T17:32:00Z,https://i.ytimg.com/vi/rCMMU_u5OMo/hqdefault.jpg,{'#PatialaProvocation'},56266,69
259,f7Pq4Mbj1XA,2020-06-18T18:38:13Z,https://i.ytimg.com/vi/f7Pq4Mbj1XA/hqdefault.jpg,{'#RahulTargetsArmy'},71840,538
