,videoid,publishedAt,thumbnail_url,hashtags,viewCount,commentCount
260,2776D9GJX6o,2022-08-18T18:21:33Z,https://i.ytimg.com/vi/2776D9GJX6o/hqdefault.jpg,{'#DoloGate'},18766,73
261,v64sgrsxPYE,2019-02-27T03:58:19Z,https://i.ytimg.com/vi/v64sgrsxPYE/hqdefault.jpg,{'#IndiaStrikesBack'},99983,539
262,E3b2Ed3D1-E,2020-03-24T16:32:12Z,https://i.ytimg.com/vi/E3b2Ed3D1-E/hqdefault.jpg,"{'#21DayLockdown', '#21'}",17550,29
263,dpp-1ANzwjA,2020-04-25T19:04:23Z,https://i.ytimg.com/vi/dpp-1ANzwjA/hqdefault.jpg,{'#MamataSaysNo'},126476,596
264,ZdpARLmRZKk,2020-09-09T16:11:58Z,https://i.ytimg.com/vi/ZdpARLmRZKk/hqdefault.jpg,{'#BharatWithKangana'},226736,1205
265,D7PuKFUu6xs,2022-03-03T18:01:13Z,https://i.ytimg.com/vi/D7PuKFUu6xs/hqdefault.jpg,{'#NewWorldOrder'},345759,642
266,lhxG0THZrAg,2021-06-21T17:46:18Z,https://i.ytimg.com/vi/lhxG0THZrAg/hqdefault.jpg,{'#ArnablsBack'},81886,584
267,tZGfiT6lXqY,2022-04-18T18:29:25Z,https://i.ytimg.com/vi/tZGfiT6lXqY/hqdefault.jpg,{'#LoudspeakersOrNot'},28003,139
268,eLDEc4S0cYo,2022-10-10T18:06:47Z,https://i.ytimg.com/vi/eLDEc4S0cYo/hqdefault.jpg,{'#MominpurViolence'},3009,16
269,tvP789CbzOU,2020-04-06T19:15:40Z,https://i.ytimg.com/vi/tvP789CbzOU/hqdefault.jpg,"{'#TablighisinHiding', '#TablighisInHiding'}",148566,1076
270,8cSWzpKx62M,2022-05-09T18:27:58Z,https://i.ytimg.com/vi/8cSWzpKx62M/hqdefault.jpg,{'#ShaheenBaghBulldozer'},77219,101
271,Kl7n3X1Sdjg,2020-09-10T17:02:01Z,https://i.ytimg.com/vi/Kl7n3X1Sdjg/hqdefault.jpg,{'#FreeAnujNow'},219228,1325
272,uVs81p3ZgaE,2020-09-09T19:36:56Z,https://i.ytimg.com/vi/uVs81p3ZgaE/hqdefault.jpg,{'#FreeRepublicReporter'},198077,1566
273,WkXpkBoRYTU,2022-05-31T18:35:17Z,https://i.ytimg.com/vi/WkXpkBoRYTU/hqdefault.jpg,{'#ProtectKashmiriHindus'},15390,99
274,BP1u6yJlHvk,2022-09-30T18:03:50Z,https://i.ytimg.com/vi/BP1u6yJlHvk/hqdefault.jpg,{'#tindiaVsPFI'},6134,11
275,EkH0iRpLhmM,2021-12-13T18:14:27Z,https://i.ytimg.com/vi/EkH0iRpLhmM/hqdefault.jpg,{'#KashiGloryRestored'},38047,257
276,nS8UZ-A0CI4,2020-07-23T17:21:10Z,https://i.ytimg.com/vi/nS8UZ-A0CI4/hqdefault.jpg,{'#NoMoreMandirPolitics'},5769,14
277,5Oh5cI3YwZw,2020-03-02T19:15:44Z,https://i.ytimg.com/vi/5Oh5cI3YwZw/hqdefault.jpg,{'#PMTweet'},42402,423
278,kmPRWlS0u9w,2018-08-20T06:34:33Z,https://i.ytimg.com/vi/kmPRWlS0u9w/hqdefault.jpg,{'#TheHistoryDebate'},45508,505
279,5Xr0umEr_kA,2021-06-23T18:36:01Z,https://i.ytimg.com/vi/5Xr0umEr_kA/hqdefault.jpg,"{'#PaktTerr', '#PakTerrorBitesBack'}",29390,135
280,K-Y73b9oGHU,2022-05-02T18:14:06Z,https://i.ytimg.com/vi/K-Y73b9oGHU/hqdefault.jpg,"{'#UCCForGenderJu', '#UCCForGender', '#UCCForGenderJustice'}",5531,27
281,KucjGFjzOHk,2021-02-01T17:48:50Z,https://i.ytimg.com/vi/KucjGFjzOHk/hqdefault.jpg,{'#BudgetDayWithArnab'},21363,125
282,61YSsjLEImI,2022-02-15T17:30:30Z,https://i.ytimg.com/vi/61YSsjLEImI/hqdefault.jpg,{'#EnoughHijabPolitics'},118883,283
283,wP5Ck8lyFxU,2022-04-19T17:33:02Z,https://i.ytimg.com/vi/wP5Ck8lyFxU/hqdefault.jpg,{'#RiotTapes'},72220,98
284,KucjGFjzOHk,2021-02-01T17:48:50Z,https://i.ytimg.com/vi/KucjGFjzOHk/hqdefault.jpg,{'#BudgetDayWithArnab'},21363,125
285,bUfRGpBs0Jc,2022-10-19T18:38:35Z,https://i.ytimg.com/vi/bUfRGpBs0Jc/hqdefault.jpg,{'#NetasCelebrateRapist'},4383,41
286,EEWkqUx8uxs,2020-10-25T08:29:36Z,https://i.ytimg.com/vi/EEWkqUx8uxs/hqdefault.jpg,{'#ParamBirVsDemocracy'},57144,312
287,n3Eeef5hYzk,2021-07-02T19:04:13Z,https://i.ytimg.com/vi/n3Eeef5hYzk/hqdefault.jpg,{'#NYTimesExposed'},13635,51
288,c2V0qCx_r_0,2020-02-21T18:16:07Z,https://i.ytimg.com/vi/c2V0qCx_r_0/hqdefault.jpg,"{'#GumnamiBaba', '#GumnamiBab'}",44493,317
289,1PIk1fvR4xU,2020-05-13T19:37:35Z,https://i.ytimg.com/vi/1PIk1fvR4xU/hqdefault.jpg,{'#MajorSpooksPak'},725182,3593
290,nS8UZ-A0CI4,2020-07-23T17:21:10Z,https://i.ytimg.com/vi/nS8UZ-A0CI4/hqdefault.jpg,{'#NoMoreMandirPolitics'},5769,14
291,5Xr0umEr_kA,2021-06-23T18:36:01Z,https://i.ytimg.com/vi/5Xr0umEr_kA/hqdefault.jpg,"{'#PaktTerr', '#PakTerrorBitesBack'}",29390,135
292,mVpJXZkxk8k,2020-03-31T16:34:06Z,https://i.ytimg.com/vi/mVpJXZkxk8k/hqdefault.jpg,{'#MarkazCOVIDSpread'},254628,715
293,tt12Sx-IVsw,2020-07-02T19:33:55Z,https://i.ytimg.com/vi/tt12Sx-IVsw/hqdefault.jpg,{'#ChinaVsWorld'},227421,568
294,FIXI4MkQMs4,2022-03-03T05:30:34Z,https://i.ytimg.com/vi/FIXI4MkQMs4/hqdefault.jpg,{'#EndTheWar'},199194,961
295,lOdzpsZKjDE,2021-07-01T17:43:43Z,https://i.ytimg.com/vi/lOdzpsZKjDE/hqdefault.jpg,"{'#Yogivsan_', '#YogiVSsAIll'}",36988,125
296,K-Y73b9oGHU,2022-05-02T18:14:06Z,https://i.ytimg.com/vi/K-Y73b9oGHU/hqdefault.jpg,"{'#UCCForGenderJu', '#UCCForGender', '#UCCForGenderJustice'}",5531,27
297,sSJqySNmtKA,2022-02-11T17:35:30Z,https://i.ytimg.com/vi/sSJqySNmtKA/hqdefault.jpg,{'#HijabOrUniform'},107091,332
298,9nTDyATB86c,2020-04-22T18:01:53Z,https://i.ytimg.com/vi/9nTDyATB86c/hqdefault.jpg,{'#IndiaWantsPalgharTruth'},219690,1379
299,YwlYXD8cytk,2020-05-18T16:41:36Z,https://i.ytimg.com/vi/YwlYXD8cytk/hqdefault.jpg,{'#PinDownChina'},4826,8
300,6Vk9lAm_5S0,2020-05-18T18:04:17Z,https://i.ytimg.com/vi/6Vk9lAm_5S0/hqdefault.jpg,{'#PinDownChina'},259221,956
301,MVLboQRsvAs,2020-07-05T11:56:51Z,https://i.ytimg.com/vi/MVLboQRsvAs/hqdefault.jpg,{'#IndiaVsChinaGang'},249020,536
302,VxBIN6moOiY,2020-10-24T18:30:35Z,https://i.ytimg.com/vi/VxBIN6moOiY/hqdefault.jpg,{'#ParamBirScam'},55326,727
303,wP5Ck8lyFxU,2022-04-19T17:33:02Z,https://i.ytimg.com/vi/wP5Ck8lyFxU/hqdefault.jpg,{'#RiotTapes'},72220,98
304,ILGrSmDmzO4,2020-03-10T19:00:00Z,https://i.ytimg.com/vi/ILGrSmDmzO4/hqdefault.jpg,{'#TimeToSackVadras'},123404,154
305,wWkLuRaxnLw,2019-11-08T06:21:43Z,https://i.ytimg.com/vi/wWkLuRaxnLw/hqdefault.jpg,{'#PakDontYouDare'},45141,529
306,2vaeafRZNAQ,2022-04-27T18:55:45Z,https://i.ytimg.com/vi/2vaeafRZNAQ/hqdefault.jpg,{'#LoudspeakerSolution'},15293,54
307,WZw9mKWIKmo,2021-01-06T17:18:08Z,https://i.ytimg.com/vi/WZw9mKWIKmo/hqdefault.jpg,{'#CanadaStayOut'},25774,125
308,5Oh5cI3YwZw,2020-03-02T19:15:44Z,https://i.ytimg.com/vi/5Oh5cI3YwZw/hqdefault.jpg,{'#PMTweet'},42402,423
309,3O5F1-AZUsY,2020-01-06T18:54:07Z,https://i.ytimg.com/vi/3O5F1-AZUsY/hqdefault.jpg,{'#WhoStartedJNUWar'},49095,384
310,F8YF_zJ_uFM,2021-03-23T18:44:58Z,https://i.ytimg.com/vi/F8YF_zJ_uFM/hqdefault.jpg,"{'#2', '#ProbeVsProbe'}",105364,304
311,IfQpzQmt8CY,2021-07-01T18:15:34Z,https://i.ytimg.com/vi/IfQpzQmt8CY/hqdefault.jpg,{'#LashkarSleeperCells'},1564,3
312,bSt6iYwFAnA,2019-08-14T05:53:23Z,https://i.ytimg.com/vi/bSt6iYwFAnA/hqdefault.jpg,{'#IndiaVsFakeNews'},73920,716
313,-VeB_PVXWoE,2022-04-21T17:42:25Z,https://i.ytimg.com/vi/-VeB_PVXWoE/hqdefault.jpg,{'#BulldozeThePolitics'},78573,95
314,YJfoZv3nGUc,2020-09-21T16:17:56Z,https://i.ytimg.com/vi/YJfoZv3nGUc/hqdefault.jpg,{'#BoycottBollywoodDruggies'},405547,1648
315,oQznf36gusg,2020-12-07T18:29:12Z,https://i.ytimg.com/vi/oQznf36gusg/hqdefault.jpg,{'#BengalShowdown'},24021,130
316,Jsmi0Zd9riI,2019-08-08T05:41:32Z,https://i.ytimg.com/vi/Jsmi0Zd9riI/hqdefault.jpg,{'#TwitterMustClarify'},48486,279
317,p0p2ZkXgvAw,2020-07-22T16:59:15Z,https://i.ytimg.com/vi/p0p2ZkXgvAw/hqdefault.jpg,{'#BollywoodPakLink'},30913,224
318,UjBWx2rSGGQ,2021-08-26T18:51:21Z,https://i.ytimg.com/vi/UjBWx2rSGGQ/hqdefault.jpg,"{'#Ka', '#KabulAttacks'}",108965,752
319,1md0vhium6w,2020-02-27T17:20:17Z,https://i.ytimg.com/vi/1md0vhium6w/hqdefault.jpg,{'#ExposeWesternMedia'},9895,62
320,Y42kJWS4VOE,2020-03-18T18:34:14Z,https://i.ytimg.com/vi/Y42kJWS4VOE/hqdefault.jpg,{'#NoMoreLoot'},50725,190
321,vPe4iMdJDB8,2019-05-17T05:18:23Z,https://i.ytimg.com/vi/vPe4iMdJDB8/hqdefault.jpg,{'#SadhviBacksGodse'},32712,505
322,Dt-jFtI9BoI,2021-08-02T18:43:22Z,https://i.ytimg.com/vi/Dt-jFtI9BoI/hqdefault.jpg,"{'#RepublicCelebratesAugust5', '#Repul'}",23388,143
323,E0AulKwQAC0,2019-12-25T05:44:31Z,https://i.ytimg.com/vi/E0AulKwQAC0/hqdefault.jpg,{'#PicturesDontLie'},41578,369
324,YxrNWH_RfWg,2021-10-11T19:00:21Z,https://i.ytimg.com/vi/YxrNWH_RfWg/hqdefault.jpg,{'#NoReligionCard'},125643,612
325,WEfJg6aaSN8,2020-08-04T17:44:26Z,https://i.ytimg.com/vi/WEfJg6aaSN8/hqdefault.jpg,{'#WhoKilledSushant'},108332,410
326,yNeyd3gqZ3Y,2020-08-10T19:17:28Z,https://i.ytimg.com/vi/yNeyd3gqZ3Y/hqdefault.jpg,{'#ArrestRheaNow'},920513,3037
327,ODhGgSqBXyo,2020-08-12T16:42:29Z,https://i.ytimg.com/vi/ODhGgSqBXyo/hqdefault.jpg,{'#CBIForSSR'},218261,1186
328,UirrsA0J6Wo,2021-09-10T18:46:12Z,https://i.ytimg.com/vi/UirrsA0J6Wo/hqdefault.jpg,{'#FightForAfghanRights'},55039,418
329,WEfJg6aaSN8,2020-08-04T17:44:26Z,https://i.ytimg.com/vi/WEfJg6aaSN8/hqdefault.jpg,{'#WhoKilledSushant'},108332,410
330,1md0vhium6w,2020-02-27T17:20:17Z,https://i.ytimg.com/vi/1md0vhium6w/hqdefault.jpg,{'#ExposeWesternMedia'},9895,62
331,ODhGgSqBXyo,2020-08-12T16:42:29Z,https://i.ytimg.com/vi/ODhGgSqBXyo/hqdefault.jpg,{'#CBIForSSR'},218261,1186
332,NY4Gjv4VKZQ,2020-09-22T17:47:07Z,https://i.ytimg.com/vi/NY4Gjv4VKZQ/hqdefault.jpg,{'#IndiaVsUmarLobby'},10003,35
333,a-qy8eIZPW8,2021-06-28T17:53:20Z,https://i.ytimg.com/vi/a-qy8eIZPW8/hqdefault.jpg,{'#BanForcedConversion'},46419,419
334,4jkbQcy-Ud0,2021-10-18T23:15:01Z,https://i.ytimg.com/vi/4jkbQcy-Ud0/hqdefault.jpg,{'#SaveBangladeshHindus'},37410,410
