Name,Political party,href,True,Mostly True,Half True,Mostly False,False,Pants on Fire
 Citizens United Political Victory Fund,Republican,https://www.politifact.com/personalities/citizens-united-political-victory-fund/,1,1,0,0,0,0
 City of Atlanta,None,https://www.politifact.com/personalities/city-atlanta/,1,0,1,1,1,0
 City of Atlanta press release,None,https://www.politifact.com/personalities/city-atlanta-press-release/,0,0,0,0,0,0
 Civitas Institute,None,https://www.politifact.com/personalities/civitas-institute/,1,1,0,0,0,0
 Clackamas County Commission,None,https://www.politifact.com/personalities/clackamas-county-commission/,0,0,0,0,1,0
 Clackamas County Democrats,Democrat,https://www.politifact.com/personalities/clackamas-county-democrats/,0,0,0,0,1,0
Ben Clark,Democrat,https://www.politifact.com/personalities/ben-clark/,0,0,0,0,1,0
Wesley Clark,Democrat,https://www.politifact.com/personalities/wesley-clark/,0,0,1,0,1,0
Justin Clark,Republican,https://www.politifact.com/personalities/justin-clark/,0,0,0,1,0,0
Charles Clark,None,https://www.politifact.com/personalities/charles-clark/,0,0,0,0,1,0
Chris Clark,None,https://www.politifact.com/personalities/chris-clark/,0,0,0,1,0,0
Fred Clark,Democrat,https://www.politifact.com/personalities/fred-clark/,0,1,1,1,0,0
Richard Clarke,None,https://www.politifact.com/personalities/richard-clarke/,0,0,0,1,0,0
David A. Clarke Jr.,Activist,https://www.politifact.com/personalities/david-clarke-jr/,0,1,2,3,6,2
Amy Clark Meachum,Democrat,https://www.politifact.com/personalities/amy-clark-meachum/,0,0,0,0,0,0
J. Bart Classen,None,https://www.politifact.com/personalities/j-bart-classen/,0,0,0,0,0,1
Dave Claunch,None,https://www.politifact.com/personalities/dave-claunch/,0,1,0,0,0,0
William Lacy Clay,Democrat,https://www.politifact.com/personalities/william-lacy-clay/,0,0,1,0,0,0
Mark Clayton,Democrat,https://www.politifact.com/personalities/mark-clayton/,0,0,0,0,0,1
 Clayton County Government,None,https://www.politifact.com/personalities/clayton-county-government/,0,0,0,0,1,0
 Clayton County Schools,None,https://www.politifact.com/personalities/clayton-county-schools/,1,0,0,0,0,0
 Clean Virginia,Organization,https://www.politifact.com/personalities/clean-virginia/,0,0,1,0,0,0
 Clean Water Portland,Organization,https://www.politifact.com/personalities/clean-water-portland/,0,0,0,0,1,0
Emanuel Cleaver,Democrat,https://www.politifact.com/personalities/emanuel-cleaver/,0,0,0,1,0,0
Bill Clegg,Republican,https://www.politifact.com/personalities/bill-clegg/,0,0,0,0,1,0
Brian Clem,Democrat,https://www.politifact.com/personalities/state-rep-brian-clem-d-salem/,1,0,0,0,0,0
Jeff Clemens,Democrat,https://www.politifact.com/personalities/jeff-clemens/,0,1,0,0,0,0
Ben Cline,Republican,https://www.politifact.com/personalities/ben-cline/,0,0,0,1,1,0
Bill Clinton,Democrat,https://www.politifact.com/personalities/bill-clinton/,9,1,1,5,2,3
Chelsea Clinton,Democrat,https://www.politifact.com/personalities/chelsea-clinton/,0,0,1,1,0,0
Hillary Clinton,Democrat,https://www.politifact.com/personalities/hillary-clinton/,7,7,7,4,3,9
Katherine Cloonen,Democrat,https://www.politifact.com/personalities/katherine-cloonen/,0,0,0,0,0,1
George Clooney,Democrat,https://www.politifact.com/personalities/george-clooney/,0,0,1,0,0,0
 Club for Growth,None,https://www.politifact.com/personalities/club-growth/,4,5,5,8,6,0
James Clyburn,Democrat,https://www.politifact.com/personalities/james-clyburn/,0,1,0,1,2,0
Andrew Clyde,Republican,https://www.politifact.com/personalities/andrew-clyde/,0,0,0,0,0,1
Kathleen Clyde,Democrat,https://www.politifact.com/personalities/kathleen-clyde/,3,0,0,0,0,0
 CNN,None,https://www.politifact.com/personalities/cnn/,0,0,0,1,0,0
 CNNews3.com,None,https://www.politifact.com/personalities/cnnews3com/,0,0,0,0,0,1
 CNSNews,Organization,https://www.politifact.com/personalities/cnsnews/,0,0,0,0,1,0
 Coalition for Fair Budget Priorities,Organization,https://www.politifact.com/personalities/coalition-fair-budget-priorities/,1,0,0,0,0,0
 Coalition for Public Schools,Organization,https://www.politifact.com/personalities/coalition-public-schools/,0,0,0,0,0,0
 Coalition for the Homeless,None,https://www.politifact.com/personalities/coalition-homeless/,0,1,0,0,0,0
 Coalition to Bring Jobs to R.I.,Organization,https://www.politifact.com/personalities/coalition-bring-jobs-ri/,0,0,0,1,0,0
 Coalition to Stop Gun Violence,Organization,https://www.politifact.com/personalities/coalition-stop-gun-violence/,0,0,0,0,0,1
 Coalition to Stop the Proposed Tax Hike Amendment,None,https://www.politifact.com/personalities/coalition-stop-proposed-tax-hike-amendment/,0,0,1,0,0,0
Ta-Nehisi Coates,Journalist,https://www.politifact.com/personalities/ta-nehisi-coates/,1,0,0,0,0,0
Dan Coats,Republican,https://www.politifact.com/personalities/dan-coats/,0,0,0,0,0,1
Sue Bell Cobb,Democrat,https://www.politifact.com/personalities/sue-bell-cobb/,0,1,0,0,0,0
Victoria Cobb,Activist,https://www.politifact.com/personalities/victoria-cobb/,0,0,0,1,0,0
Gary Cobb,Democrat,https://www.politifact.com/personalities/gary-cobb/,0,0,0,1,0,0
Tom Coburn,Republican,https://www.politifact.com/personalities/tom-coburn/,0,2,3,2,3,0
Thad Cochran,Republican,https://www.politifact.com/personalities/thad-cochran/,0,0,0,0,0,0
Richard Codey,Democrat,https://www.politifact.com/personalities/richard-codey/,1,2,0,0,0,0
Mike Coffman,Republican,https://www.politifact.com/personalities/mike-coffman/,0,0,0,0,1,0
Jeff Cogen,None,https://www.politifact.com/personalities/jeff-cogen/,0,0,1,0,0,0
Elizabeth Coggs,Democrat,https://www.politifact.com/personalities/elizabeth-coggs/,0,0,0,0,0,0
Milele Coggs,None,https://www.politifact.com/personalities/milele-coggs/,1,0,0,0,0,0
Elizabeth Cohen,Journalist,https://www.politifact.com/personalities/elizabeth-cohen/,1,0,0,0,0,0
Steve Cohen,Democrat,https://www.politifact.com/personalities/steve-cohen/,2,0,1,0,0,1
Lesley Cohen,Democrat,https://www.politifact.com/personalities/lesley-cohen/,0,0,0,1,0,0
"Jeremy ""Spike"" Cohen",Libertarian,https://www.politifact.com/personalities/jeremy-spike-cohen/,0,0,0,0,1,0
Michael Cohen,None,https://www.politifact.com/personalities/michael-cohen/,0,0,0,0,0,1
Mandy Cohen,Democrat,https://www.politifact.com/personalities/mandy-cohen/,1,2,2,0,0,0
Brian Tyler Cohen,Democrat,https://www.politifact.com/personalities/brian-tyler-cohen/,1,0,0,0,0,0
Stephen Colbert,None,https://www.politifact.com/personalities/stephen-colbert/,2,2,0,1,0,0
Elizabeth Colbert Busch,Democrat,https://www.politifact.com/personalities/elizabeth-colbert-busch/,0,0,1,0,0,0
Susan Cole,None,https://www.politifact.com/personalities/susan-cole/,1,0,0,0,0,0
Tom Cole,Republican,https://www.politifact.com/personalities/tom-cole/,2,2,0,1,0,0
Sheryl Cole,Democrat,https://www.politifact.com/personalities/sheryl-cole/,0,0,0,1,0,0
Bob Cole,None,https://www.politifact.com/personalities/bob-cole/,0,0,1,0,0,0
Linda Coleman,Democrat,https://www.politifact.com/personalities/linda-coleman/,0,1,0,1,0,0
Garnet Coleman,Democrat,https://www.politifact.com/personalities/garnet-coleman/,1,0,1,1,0,1
Mary Elizabeth Coleman,Republican,https://www.politifact.com/personalities/mary-elizabeth-coleman/,0,0,0,0,1,0
Tom Colicchio ,None,https://www.politifact.com/personalities/tom-colicchio/,0,0,0,0,1,0
 College presidents,None,https://www.politifact.com/personalities/college-presidents/,0,1,0,0,0,0
Mike Collier,Democrat,https://www.politifact.com/personalities/mike-collier/,1,0,1,0,2,0
Loren Collins,Libertarian,https://www.politifact.com/personalities/loren-collins/,1,0,0,0,0,0
Mike Collins,Republican,https://www.politifact.com/personalities/mike-collins/,0,1,1,1,0,0
Doug Collins,Republican,https://www.politifact.com/personalities/doug-collins/,0,1,0,1,1,0
Chris Collins,Republican,https://www.politifact.com/personalities/chris-collins/,1,1,0,1,5,0
Susan Collins,Republican,https://www.politifact.com/personalities/susan-collins/,1,0,1,0,1,0
Abel Collins,Independent,https://www.politifact.com/personalities/abel-collins/,0,1,0,0,0,0
Gail Collins,Journalist,https://www.politifact.com/personalities/gail-collins/,1,3,1,2,1,0
Jacqueline Collins ,Democrat,https://www.politifact.com/personalities/jacqueline-collins/,0,1,0,0,0,0
 Colorado Citizens for Accountable Government,None,https://www.politifact.com/personalities/colorado-citizens-accountable-government/,0,0,0,0,0,2
 Colorado Democratic Party,Democrat,https://www.politifact.com/personalities/colorado-democratic-party/,1,0,0,0,0,0
 Colorado Health Institute,None,https://www.politifact.com/personalities/colorado-health-institute/,0,1,0,0,0,0
 Colorado's Voice,Organization,https://www.politifact.com/personalities/colorados-voice/,0,0,0,1,0,0
 Color of Change,Activist,https://www.politifact.com/personalities/color-change/,0,0,0,1,0,0
Courtney Combs,Republican,https://www.politifact.com/personalities/courtney-combs/,0,0,0,0,0,1
Susan Combs,Republican,https://www.politifact.com/personalities/susan-combs/,0,0,0,0,1,1
 Committee for Florida's Education,None,https://www.politifact.com/personalities/committee-florida-education/,0,0,0,0,0,1
 Committee for Our Children's Future,None,https://www.politifact.com/personalities/committee-our-childrens-future/,0,1,2,0,0,0
 Committee of Austin's Children PAC,None,https://www.politifact.com/personalities/committee-austins-children-pac/,0,1,0,0,0,0
 Committee to Defend the President,Republican,https://www.politifact.com/personalities/committee-defend-president/,0,0,0,0,1,2
 Committee to Protect Florida,None,https://www.politifact.com/personalities/committee-protect-florida/,0,2,1,0,1,0
 Common Cause,Organization,https://www.politifact.com/personalities/common-cause/,0,1,0,0,0,0
 Common Sense Kids Action,None,https://www.politifact.com/personalities/common-sense-kids-action/,0,1,0,0,0,0
 Common Sense Now,None,https://www.politifact.com/personalities/common-sense-now/,0,0,1,0,0,0
 Commonsense Ten,Democrat,https://www.politifact.com/personalities/commonsense-ten/,0,1,0,0,0,0
 Community Oncology Alliance,Organization,https://www.politifact.com/personalities/community-oncology-alliance/,0,0,1,0,0,0
Emily Compagno,Talk show host,https://www.politifact.com/personalities/emily-compagno/,0,0,0,0,0,1
 Competitive Enterprise Institute,None,https://www.politifact.com/personalities/competitive-enterprise-institute/,1,0,0,0,0,0
Barbara Comstock,Republican,https://www.politifact.com/personalities/barbara-comstock/,1,0,0,1,1,0
Herb Conaway Jr.,Democrat,https://www.politifact.com/personalities/herb-conaway/,0,1,0,0,0,0
 Concernedcitizen4U,None,https://www.politifact.com/personalities/concernedcitizen4u/,0,0,0,0,1,0
 Concerned Taxpayers of America,Republican,https://www.politifact.com/personalities/concerned-taxpayers-america/,0,0,1,0,0,0
 Concerned Veterans for America,Organization,https://www.politifact.com/personalities/concerned-veterans-america/,0,1,0,1,0,0
 Concerned Women for America,None,https://www.politifact.com/personalities/concerned-women-america/,0,0,1,0,0,0
Amy Coney Barrett,None,https://www.politifact.com/personalities/amy-coney-barrett/,0,0,0,0,0,0
Jason Conger,Republican,https://www.politifact.com/personalities/jason-conger/,0,1,0,0,1,0
 Congressional Leadership Fund,Republican,https://www.politifact.com/personalities/congressional-leadership-fund/,0,2,4,5,5,0
 Congressional Progressive Caucus PAC,Organization,https://www.politifact.com/personalities/congressional-progressive-caucus-pac/,0,0,0,0,1,0
Colleen Conley,Tea Party member,https://www.politifact.com/personalities/colleen-conley/,0,0,1,0,0,0
Kathleen Connell,Democrat,https://www.politifact.com/personalities/kathleen-connell/,0,0,0,0,1,0
Jack Conners,Democrat,https://www.politifact.com/personalities/jack-conners/,0,1,0,0,0,0
Gerry Connolly,Democrat,https://www.politifact.com/personalities/gerry-connolly/,1,1,4,1,0,0
Kent Conrad,Democrat,https://www.politifact.com/personalities/kent-conrad/,2,1,0,0,0,0
Jody Conradt,None,https://www.politifact.com/personalities/jody-conradt/,0,0,0,1,0,0
 Conservative Beaver,Newsmaker,https://www.politifact.com/personalities/conservative-beaver/,0,0,0,0,0,2
 Conservative-Daily,Organization,https://www.politifact.com/personalities/conservative-daily/,0,0,0,0,0,1
 Conservative Daily Post,Organization,https://www.politifact.com/personalities/conservative-daily-post/,0,0,0,0,1,2
 Conservative Renewal PAC,Republican,https://www.politifact.com/personalities/conservative-renewal-pac/,0,0,0,1,0,0
 Conservative Republicans of Texas PAC,Republican,https://www.politifact.com/personalities/connservative-republicans-texas-pac/,0,0,0,1,0,0
 Conservatives for Patients' Rights,None,https://www.politifact.com/personalities/conservatives-patients-rights/,0,0,0,1,0,0
 Conservative Solutions PAC,Organization,https://www.politifact.com/personalities/conservative-solutions-pac/,0,0,1,3,0,0
 Conservative Stories,None,https://www.politifact.com/personalities/conservative-stories/,0,0,0,0,0,1
 Conservative Tribune,None,https://www.politifact.com/personalities/conservative-tribune/,0,0,0,1,0,0
 Conservative Voters of Texas PAC,None,https://www.politifact.com/personalities/conservative-voters-texas-pac/,0,0,0,0,0,1
 Constitutional Rights PAC,Organization,https://www.politifact.com/personalities/constitutional-rights-pac/,0,0,0,0,1,0
 Consumers for Smart Solar,Organization,https://www.politifact.com/personalities/consumers-smart-solar/,0,0,0,0,1,0
Jack Conway,Democrat,https://www.politifact.com/personalities/jack-conway/,0,2,0,0,1,0
Kellyanne Conway,Republican,https://www.politifact.com/personalities/kellyanne-conway/,0,1,0,5,5,0
Butch Conway,Republican,https://www.politifact.com/personalities/butch-conway/,1,0,0,0,0,0
"John Conyers, Jr.",Democrat,https://www.politifact.com/personalities/john-conyers/,0,1,0,0,0,0
Tim Cook,None,https://www.politifact.com/personalities/tim-cook/,0,1,0,0,0,0
Matthew Cooke,Libertarian,https://www.politifact.com/personalities/matthew-cooke/,0,0,0,1,0,0
Edward Cooney,Democrat,https://www.politifact.com/personalities/edward-cooney/,0,0,0,0,0,0
Chris Coons,Democrat,https://www.politifact.com/personalities/chris-coons/,1,0,1,1,0,0
Charles Cooper,Newsmaker,https://www.politifact.com/personalities/charles-cooper/,0,0,1,0,0,0
Jim Cooper,Democrat,https://www.politifact.com/personalities/jim-cooper/,1,0,0,0,0,0
Roy Cooper,Democrat,https://www.politifact.com/personalities/roy-cooper/,3,9,7,4,0,0
Sarah Copelin-Wood,None,https://www.politifact.com/personalities/sarah-copelin-wood/,0,0,1,0,0,0
Tom Corbett,Republican,https://www.politifact.com/personalities/tom-corbett/,0,0,0,1,0,0
Richard Corcoran,Republican,https://www.politifact.com/personalities/richard-corcoran/,1,1,5,2,2,0
James Corden,None,https://www.politifact.com/personalities/james-corden/,0,0,0,0,0,0
Richard Cordray,Democrat,https://www.politifact.com/personalities/richard-cordray/,1,2,2,2,0,0
Marie Corfield,Democrat,https://www.politifact.com/personalities/marie-corfield/,0,0,1,0,0,0
Bob Corker,Republican,https://www.politifact.com/personalities/bob-corker/,2,3,0,1,0,0
Jake Corman,Republican,https://www.politifact.com/personalities/jake-corman/,0,0,0,0,0,1
David Corn,Democrat,https://www.politifact.com/personalities/david-corn/,0,0,1,0,0,0
 Corn Commentary,Organization,https://www.politifact.com/personalities/corn-commentary/,0,0,0,0,1,0
Rob Cornilles,Republican,https://www.politifact.com/personalities/rob-cornilles/,2,1,3,1,1,1
John Cornyn,Republican,https://www.politifact.com/personalities/john-cornyn/,1,4,1,6,6,1
Jerome R. Corsi,Constitution Party,https://www.politifact.com/personalities/jerome-corsi/,0,0,0,0,3,1
Steve Cortes,Republican,https://www.politifact.com/personalities/steve-cortes/,0,0,1,0,0,0
Bob Cortes,Republican,https://www.politifact.com/personalities/bob-cortes/,0,0,1,0,0,0
John Cortes,Democrat,https://www.politifact.com/personalities/john-cortes/,1,0,0,0,0,0
Catherine Cortez Masto,Democrat,https://www.politifact.com/personalities/catherine-cortez-masto/,0,2,3,1,1,0
Jon Corzine,Democrat,https://www.politifact.com/personalities/jon-corzine/,0,0,0,0,0,0
Doreen Costa,Republican,https://www.politifact.com/personalities/doreen-costa/,1,0,0,0,1,0
Gregory J. Costantino,Democrat,https://www.politifact.com/personalities/gregory-j-costantino/,0,1,0,0,0,0
Steven Costantino,Democrat,https://www.politifact.com/personalities/steven-costantino/,0,1,0,0,1,0
David Cote,None,https://www.politifact.com/personalities/david-cote/,0,1,0,0,0,0
Tom Cotton,Republican,https://www.politifact.com/personalities/tom-cotton/,1,5,2,9,7,1
Kevin Coughlin,Republican,https://www.politifact.com/personalities/kevin-coughlin/,0,0,0,0,1,0
Ann Coulter,Republican,https://www.politifact.com/personalities/ann-coulter/,1,1,3,2,3,6
 Council for the National Interest,None,https://www.politifact.com/personalities/council-national-interest/,0,1,0,0,0,0
 County Line,None,https://www.politifact.com/personalities/county-line/,0,0,1,0,0,0
 CountyNewsroom.info,None,https://www.politifact.com/personalities/countynewsroominfo/,0,0,0,0,1,0
 Courageous Conservatives PAC,Republican,https://www.politifact.com/personalities/courageous-conservatives-pac/,0,0,0,2,0,0
Peter Courtney,Democrat,https://www.politifact.com/personalities/peter-courtney/,0,1,0,0,0,0
Ertharin Cousin,None,https://www.politifact.com/personalities/ertharin-cousin/,0,0,1,0,0,0
 Cover Oregon,Organization,https://www.politifact.com/personalities/cover-oregon/,0,0,1,0,0,0
Sid Covington,None,https://www.politifact.com/personalities/sid-covington/,0,0,1,0,0,0
Robert Cowles,Republican,https://www.politifact.com/personalities/robert-cowles/,0,0,0,0,0,0
Tim Cowlishaw,None,https://www.politifact.com/personalities/tim-cowlishaw/,0,0,0,0,0,0
Kirk Cox,Republican,https://www.politifact.com/personalities/kirk-cox/,3,1,0,1,0,0
Edward Cox,Republican,https://www.politifact.com/personalities/edward-cox/,2,2,1,0,0,0
Chris Cox,Republican,https://www.politifact.com/personalities/chris-cox/,0,0,0,0,1,0
Clay Cox,Republican,https://www.politifact.com/personalities/clay-cox/,0,0,0,1,0,0
John Cox,Republican,https://www.politifact.com/personalities/john-cox/,0,1,3,0,3,0
J. David Cox,Labor leader,https://www.politifact.com/personalities/j-david-cox/,0,0,0,0,0,0
Christopher Coyne,None,https://www.politifact.com/personalities/christopher-coyne/,0,0,0,1,0,0
" CQ Press City Crime Rankings, 2010-2011",None,https://www.politifact.com/personalities/cq-press-city-crime-rankings-2010-2011/,0,0,1,0,0,0
Christi Craddick,Republican,https://www.politifact.com/personalities/christi-craddick/,0,1,0,0,0,0
Tom Craddick,Republican,https://www.politifact.com/personalities/tom-craddick/,1,0,0,0,0,0
David Craig,Republican,https://www.politifact.com/personalities/david-craig/,0,0,1,0,0,0
Andy Craig,Libertarian,https://www.politifact.com/personalities/andy-craig/,0,0,1,0,0,0
Kevin Cramer,Republican,https://www.politifact.com/personalities/kevin-cramer/,0,0,1,2,2,0
Jan Crawford,Journalist,https://www.politifact.com/personalities/jan-crawford/,0,1,0,0,0,0
 Creative Advocacy Network,None,https://www.politifact.com/personalities/creative-advocacy-network/,0,1,1,0,0,0
 Credo Action,Organization,https://www.politifact.com/personalities/credo-action/,0,0,0,1,1,0
Brandon Creighton,Republican,https://www.politifact.com/personalities/brandon-creighton/,1,0,0,0,0,0
Dan Crenshaw,Republican,https://www.politifact.com/personalities/dan-crenshaw/,1,0,0,0,3,0
 Crime Victims United of Oregon,None,https://www.politifact.com/personalities/crime-victims-united-oregon/,1,0,0,0,0,0
Steve Crisafulli,Republican,https://www.politifact.com/personalities/steve-crisafulli/,0,1,1,0,0,0
Charlie Crist,Democrat,https://www.politifact.com/personalities/charlie-crist/,1,1,2,1,1,2
 Critics of water fluoridation,None,https://www.politifact.com/personalities/critics-water-fluoridation/,0,0,0,0,0,1
Mark Critz,Democrat,https://www.politifact.com/personalities/mark-critz/,0,0,1,0,0,0
Thomas Croci,Republican,https://www.politifact.com/personalities/thomas-croci/,1,0,0,0,0,0
Ray Cross,None,https://www.politifact.com/personalities/ray-cross/,1,0,0,0,0,0
 Crossroads GPS,Republican,https://www.politifact.com/personalities/crossroads-gps/,2,1,4,9,1,2
Michael M. Crow,None,https://www.politifact.com/personalities/michael-m-crow/,0,1,0,0,0,0
Derrick Crowe,Democrat,https://www.politifact.com/personalities/derrick-crowe/,1,0,0,0,0,0
James Crowley,Columnist,https://www.politifact.com/personalities/james-crowley/,0,0,1,0,0,0
Joseph Crowley,Democrat,https://www.politifact.com/personalities/joseph-crowley/,1,0,1,0,0,0
Candy Crowley,"None
 

",https://www.politifact.com/personalities/candy-crowley/,1,0,0,0,0,0
David Crowley,Democrat,https://www.politifact.com/personalities/david-crowley/,0,1,0,1,1,0
Monica Crowley,Republican,https://www.politifact.com/personalities/monica-crowley/,0,0,0,0,0,1
Myra Crownover,Republican,https://www.politifact.com/personalities/myra-crownover/,0,0,0,0,0,1
Melanie Crozier,None,https://www.politifact.com/personalities/melanie-crozier/,0,0,0,0,0,1
Benjamin Crump,Democrat,https://www.politifact.com/personalities/benjamin-crump/,0,0,1,0,0,0
Mike Crute,Talk show host,https://www.politifact.com/personalities/mike-crute/,0,1,0,0,0,0
Rafael Cruz,Republican,https://www.politifact.com/personalities/rafael-cruz/,0,0,0,1,0,0
Janet Cruz,Democrat,https://www.politifact.com/personalities/janet-cruz/,0,1,0,0,0,0
Ted Cruz,Republican,https://www.politifact.com/personalities/ted-cruz/,8,2,2,4,4,1
Joseph Cryan,Democrat,https://www.politifact.com/personalities/joseph-cryan/,1,0,0,1,1,0
 CSC Mediagroup.USA,None,https://www.politifact.com/personalities/csc-mediagroupusa/,0,0,0,0,0,1
Mark Cuban,None,https://www.politifact.com/personalities/mark-cuban/,0,1,0,1,0,0
Ken Cuccinelli,Republican,https://www.politifact.com/personalities/ken-cuccinelli/,3,2,5,1,1,1
Henry Cuellar,Democrat,https://www.politifact.com/personalities/henry-cuellar/,1,1,0,1,0,0
John Culberson,Republican,https://www.politifact.com/personalities/john-culberson/,0,0,0,0,1,0
 Culinary Workers Union,Labor leader,https://www.politifact.com/personalities/culinary-workers-union/,0,1,0,0,0,0
David Cullen,Democrat,https://www.politifact.com/personalities/david-cullen/,0,0,0,0,0,1
Elijah Cummings,Democrat,https://www.politifact.com/personalities/elijah-cummings/,2,0,0,0,0,0
Chris Cummiskey,None,https://www.politifact.com/personalities/chris-cummiskey/,1,0,0,0,0,0
Joe Cunningham,Democrat,https://www.politifact.com/personalities/joe-cunningham/,0,2,0,0,0,0
Sandra Cunningham,Democrat,https://www.politifact.com/personalities/sandra-cunningham/,0,0,0,0,0,1
Cal Cunningham,Democrat,https://www.politifact.com/personalities/cal-cunningham/,0,1,1,2,0,0
Andrew Cuomo,Democrat,https://www.politifact.com/personalities/andrew-cuomo/,1,5,8,7,3,0
Chris Cuomo,Journalist,https://www.politifact.com/personalities/chris-cuomo/,0,0,0,0,1,0
Lisa Cupid,Democrat,https://www.politifact.com/personalities/lisa-cupid/,0,0,0,0,0,0
S.E. Cupp,Republican,https://www.politifact.com/personalities/se-cupp/,1,0,1,0,0,0
Carlos Curbelo,Republican,https://www.politifact.com/personalities/carlos-curbelo/,1,2,0,0,1,0
Kiki Curls,Democrat,https://www.politifact.com/personalities/kiki-curls/,0,1,1,0,0,0
Leslie Curran,Republican,https://www.politifact.com/personalities/leslie-curran/,0,0,0,0,1,0
John Currie,Democrat,https://www.politifact.com/personalities/john-currie/,0,0,1,0,0,0
Lenny Curry,"Republican
 

",https://www.politifact.com/personalities/lenny-curry/,1,0,2,2,1,0
Tim Curtis,Democrat,https://www.politifact.com/personalities/tim-curtis/,0,0,0,1,0,0
Linda Curtis,Independent,https://www.politifact.com/personalities/linda-curtis/,0,1,0,0,0,0
Michael Cutler,Newsmaker,https://www.politifact.com/personalities/michael-cutler/,1,0,0,0,0,0
Stephanie Cutter,Democrat,https://www.politifact.com/personalities/stephanie-cutter/,2,1,0,1,1,0
Arthur Cyr,Columnist,https://www.politifact.com/personalities/arthur-cyr/,0,0,0,0,1,0
Clay Dafoe,None,https://www.politifact.com/personalities/clay-dafoe/,0,0,0,0,1,0
NaHa Daily,None,https://www.politifact.com/personalities/naha-daily/,0,0,0,0,0,1
 Daily Caller,None,https://www.politifact.com/personalities/daily-caller/,0,0,0,0,2,0
 Daily Kos,Organization,https://www.politifact.com/personalities/daily-kos/,0,0,0,0,0,0
 DailyNewsForAmericans.com,None,https://www.politifact.com/personalities/dailynewsforamericanscom/,0,0,0,0,0,1
Steve Daines,Republican,https://www.politifact.com/personalities/steve-daines/,0,0,0,1,0,0
Bill Daley,None,https://www.politifact.com/personalities/bill-daley/,0,0,1,0,0,0
Rebecca Dallet,None,https://www.politifact.com/personalities/rebecca-dallet/,1,1,2,0,0,0
Matt Damon, None,https://www.politifact.com/personalities/matt-damon/,0,1,1,0,0,0
 Dane County Republican Party,Republican,https://www.politifact.com/personalities/dane-county-republican-party/,0,0,0,0,1,0
Warren Daniel,Republican,https://www.politifact.com/personalities/warren-daniel/,0,0,0,0,1,0
Mark Daniels,None,https://www.politifact.com/personalities/mark-daniels/,0,0,0,0,1,0
Mitch Daniels,Republican,https://www.politifact.com/personalities/mitch-daniels/,0,0,0,0,3,1
Marjorie Dannenfelser,Newsmaker,https://www.politifact.com/personalities/marjorie-dannenfelser/,0,0,0,1,0,0
Chris Danou,Democrat,https://www.politifact.com/personalities/chris-danou/,0,1,0,0,0,0
Alberta Darling,Republican,https://www.politifact.com/personalities/alberta-darling/,2,2,2,1,3,1
Emma Darnell,Democrat,https://www.politifact.com/personalities/emma-darnell/,0,0,0,0,1,0
Melanie D'Arrigo,Democrat,https://www.politifact.com/personalities/melanie-darrigo/,0,1,0,0,0,0
Rush Darwish,Democrat,https://www.politifact.com/personalities/rush-darwish/,0,0,0,1,0,0
Tom Daschle,Democrat,https://www.politifact.com/personalities/tom-daschle/,0,0,0,1,0,0
Roberto DaSilva,Democrat,https://www.politifact.com/personalities/roberto-dasilva/,0,1,0,1,0,0
Gerald Daugherty,Republican,https://www.politifact.com/personalities/gerald-daugherty/,0,0,1,1,0,0
The David Perdue Files,None,https://www.politifact.com/personalities/david-perdue-files/,0,0,0,1,0,0
Pam Davidson,Republican,https://www.politifact.com/personalities/pam-davidson/,0,0,1,0,0,0
Warren Davidson,Republican,https://www.politifact.com/personalities/warren-davidson/,0,0,0,1,0,0
Ron Davis,Democrat,https://www.politifact.com/personalities/ron-davis/,0,0,1,0,0,0
Artur Davis,Republican,https://www.politifact.com/personalities/artur-davis/,0,0,0,1,0,0
Wendy Davis,Democrat,https://www.politifact.com/personalities/wendy-davis/,0,1,8,5,1,1
Linsey Davis,Journalist,https://www.politifact.com/personalities/linsey-davis/,0,0,0,0,0,0
Hillary Davis,Organization,https://www.politifact.com/personalities/hillary-davis/,0,0,0,0,1,0
Rodney Davis,Republican,https://www.politifact.com/personalities/rodney-davis/,0,0,0,1,0,1
Paul Davis,Democrat,https://www.politifact.com/personalities/paul-davis/,0,0,0,1,0,0
"Joe Davis, Sr.",None,https://www.politifact.com/personalities/joe-davis-sr/,0,0,0,1,0,0
Scott Dawson,Republican,https://www.politifact.com/personalities/scott-dawson/,0,0,0,1,0,0
Sharon Day,Republican,https://www.politifact.com/personalities/sharon-day/,0,0,0,1,0,0
Mark Dayton,Democratic Farmer-Labor,https://www.politifact.com/personalities/mark-dayton/,0,0,1,0,0,0
 D’Banj,None,https://www.politifact.com/personalities/dbanj/,0,0,0,0,1,0
 DCCC,Democrat,https://www.politifact.com/personalities/dccc-lgo/,0,0,0,3,1,0
Steve Deace,Talk show host,https://www.politifact.com/personalities/steve-deace/,0,0,2,0,0,0
Colleen Deacon,Democrat,https://www.politifact.com/personalities/colleen-deacon/,1,0,0,0,0,0
 Deadspin,None,https://www.politifact.com/personalities/deadspin/,1,0,0,0,0,0
Nathan Deal,Republican,https://www.politifact.com/personalities/nathan-deal/,1,1,1,9,5,0
Howard Dean,Democrat,https://www.politifact.com/personalities/howard-dean/,1,2,1,1,5,0
Wayne DeAngelo,Democrat,https://www.politifact.com/personalities/wayne-deangelo/,1,0,0,0,0,0
