Name,Political party,href,True,Mostly True,Half True,Mostly False,False,Pants on Fire
Phil Roe,Republican,https://www.politifact.com/personalities/phil-roe/,0,0,0,0,1,0
Buddy Roemer,Republican,https://www.politifact.com/personalities/buddy-roemer/,0,0,1,0,0,0
Joe Rogan,None,https://www.politifact.com/personalities/joe-rogan/,0,0,0,1,2,0
Wayne Rogers,None,https://www.politifact.com/personalities/wayne-rogers/,0,0,0,0,0,1
Anthony Rogers,Republican,https://www.politifact.com/personalities/anthony-rogers/,0,0,0,0,1,0
Mike Rogers,Republican,https://www.politifact.com/personalities/mike-rogers/,1,2,1,1,1,1
Desiree Rogers,Democrat,https://www.politifact.com/personalities/desiree-rogers/,1,0,0,0,0,0
Kesha Rogers,Democrat,https://www.politifact.com/personalities/kesha-rogers/,0,0,1,1,0,0
Mike Rogers,Republican,https://www.politifact.com/personalities/mike-rogers-2/,0,0,1,0,0,0
Chip Rogers,Republican,https://www.politifact.com/personalities/chip-rogers/,1,1,1,1,0,0
Patience Roggensack,None,https://www.politifact.com/personalities/patience-roggensack/,1,1,0,0,0,0
J. James Rohack,None,https://www.politifact.com/personalities/j-james-rohack/,1,0,0,0,0,0
Dana Rohrabacher,Republican,https://www.politifact.com/personalities/dana-rohrabacher/,0,0,0,1,0,1
Al Roker,None,https://www.politifact.com/personalities/al-roker/,0,0,0,1,0,0
Todd Rokita,Republican,https://www.politifact.com/personalities/todd-rokita/,0,0,1,1,0,0
Calvine Rollins,None,https://www.politifact.com/personalities/calvine-rollins/,0,0,0,1,0,0
Joe Roman,Business leader,https://www.politifact.com/personalities/joe-roman/,1,0,0,0,0,0
Mike Romano,Democrat,https://www.politifact.com/personalities/mike-romano/,3,0,0,1,0,0
Christina Romer,Democrat,https://www.politifact.com/personalities/christina-romer/,1,0,0,0,0,0
Paul Romero,Republican,https://www.politifact.com/personalities/paul-romero/,0,0,0,0,1,0
Gloria Romero Roses,Democrat,https://www.politifact.com/personalities/gloria-romero-roses/,0,0,1,0,0,0
Mitt Romney,Republican,https://www.politifact.com/personalities/mitt-romney/,3,3,5,3,3,1
 Romney allies,None,https://www.politifact.com/personalities/romney-allies/,0,0,1,0,0,0
Sylvia Romo,Democrat,https://www.politifact.com/personalities/sylvia-romo/,0,0,0,1,0,0
Shana Rooks,Democrat,https://www.politifact.com/personalities/shana-rooks/,0,0,0,0,0,0
Tom Rooney,Republican,https://www.politifact.com/personalities/tom-rooney/,0,1,0,1,0,0
James Roosevelt,Newsmaker,https://www.politifact.com/personalities/james-roosevelt/,1,0,0,0,0,0
Patrick Rose,Democrat,https://www.politifact.com/personalities/patrick-rose/,0,0,0,1,0,0
Jacky Rosen,Democrat,https://www.politifact.com/personalities/jacky-rosen/,1,0,2,1,0,0
Michael Rosen,None,https://www.politifact.com/personalities/michael-rosen/,0,0,0,1,0,0
Hilary Rosen,Democrat,https://www.politifact.com/personalities/hilary-rosen/,0,2,0,0,0,0
Tina Rosenberg,Columnist,https://www.politifact.com/personalities/tina-rosenberg/,0,0,0,1,0,0
Ellen Rosenblum,Democrat,https://www.politifact.com/personalities/ellen-rosenblum/,1,0,0,1,0,0
Matthew Rosendale,Republican,https://www.politifact.com/personalities/matthew-rosendale/,0,0,0,1,0,3
Hetty Rosenstein,None,https://www.politifact.com/personalities/hetty-rosenstein/,0,0,1,0,0,0
Jon Rosenthal,Democrat,https://www.politifact.com/personalities/jon-rosenthal/,0,1,0,0,0,0
Peter Roskam,Republican,https://www.politifact.com/personalities/peter-roskam/,0,2,0,0,0,2
Ileana Ros-Lehtinen,Republican,https://www.politifact.com/personalities/ileana-ros-lehtinen/,1,0,1,0,0,0
Jalen Ross,None,https://www.politifact.com/personalities/jalen-ross/,0,1,0,0,0,0
Deborah Ross,Democrat,https://www.politifact.com/personalities/deborah-ross/,1,0,3,0,0,0
Roxanne Ross,None,https://www.politifact.com/personalities/roxanne-ross/,0,0,0,0,0,1
Scot Ross,Activist,https://www.politifact.com/personalities/scot-ross/,0,0,1,1,0,0
Dennis Ross,Republican,https://www.politifact.com/personalities/dennis-ross/,1,0,0,0,0,0
Dino Rossi,Republican,https://www.politifact.com/personalities/dino-rossi/,0,1,0,0,0,0
Nancy Rotering,Democrat,https://www.politifact.com/personalities/nancy-rotering/,1,0,0,0,0,0
Roger Roth,Republican,https://www.politifact.com/personalities/roger-roth/,1,0,0,0,0,1
Keith Rothfus,Republican,https://www.politifact.com/personalities/keith-rothfus/,0,1,0,0,0,0
Steve Rothman,Democrat,https://www.politifact.com/personalities/steve-rothman/,1,1,0,1,2,1
Matthew Rothschild,None,https://www.politifact.com/personalities/matthew-rothschild/,0,1,1,0,0,0
David Rouzer,Republican,https://www.politifact.com/personalities/david-rouzer/,0,0,0,1,1,0
Karl Rove,Republican,https://www.politifact.com/personalities/karl-rove/,0,8,2,2,5,0
Caleb Rowden,Republican,https://www.politifact.com/personalities/caleb-rowden/,1,2,2,1,1,0
Travis Rowley,Republican,https://www.politifact.com/personalities/travis-rowley/,0,0,1,1,1,0
J.K. Rowling,None,https://www.politifact.com/personalities/jk-rowling/,0,0,0,0,0,1
Chip Roy,Republican,https://www.politifact.com/personalities/chip-roy/,1,2,1,0,0,1
 Roy Barnes and Nathan Deal,None,https://www.politifact.com/personalities/nathan-deal-and-roy-barnes/,0,0,0,0,0,1
Kelda Helen Roys,Democrat,https://www.politifact.com/personalities/kelda-helen-roys/,2,2,2,2,2,1
Jim Rubens,Republican,https://www.politifact.com/personalities/jim-rubens/,0,1,0,1,1,0
Marco Rubio,Republican,https://www.politifact.com/personalities/marco-rubio/,2,3,3,4,3,5
Chris Ruddy,Republican,https://www.politifact.com/personalities/chris-ruddy/,0,0,1,0,0,0
Phil Ruffin,Republican,https://www.politifact.com/personalities/phil-ruffin/,0,0,0,0,1,0
Stephanie Ruhle,Journalist,https://www.politifact.com/personalities/stephanie-ruhle/,0,0,0,0,1,0
Donald Rumsfeld,Republican,https://www.politifact.com/personalities/donald-rumsfeld/,1,0,0,0,0,0
Emil Runge,Democrat,https://www.politifact.com/personalities/emil-runge/,0,0,1,0,0,0
Jon Runyan,Republican,https://www.politifact.com/personalities/jon-runyan/,0,0,0,1,3,0
Stony Rushing,Republican,https://www.politifact.com/personalities/stony-rushing/,1,0,0,0,0,0
Terry Russell,None,https://www.politifact.com/personalities/terry-russell/,1,0,0,0,0,0
Kevin Russell,None,https://www.politifact.com/personalities/kevin-russell/,0,1,0,0,0,0
 Russian Embassy in Canada,None,https://www.politifact.com/personalities/russian-embassy-canada/,0,0,0,0,0,1
 Russia Today,None,https://www.politifact.com/personalities/russia-today/,0,0,1,0,0,0
 Ruth's List Florida,Organization,https://www.politifact.com/personalities/ruths-list-florida/,0,1,0,0,0,0
William Ruto,None,https://www.politifact.com/personalities/william-ruto/,0,0,0,0,1,0
Paul Ryan,Republican,https://www.politifact.com/personalities/paul-ryan/,1,1,2,2,7,5
Derek Ryan,Republican,https://www.politifact.com/personalities/derek-ryan/,1,0,0,0,0,0
Tim Ryan,Democrat,https://www.politifact.com/personalities/tim-ryan/,3,9,2,0,0,1
Bob Ryan,None,https://www.politifact.com/personalities/bob-ryan/,0,1,0,0,0,0
Sean Ryan,Democrat,https://www.politifact.com/personalities/sean-ryan/,1,0,0,1,0,0
Mike Ryan,Democrat,https://www.politifact.com/personalities/mike-ryan/,0,0,1,0,0,0
Kai Ryssdal,None,https://www.politifact.com/personalities/kai-ryssdal/,0,0,0,0,1,0
Larry Sabato,None,https://www.politifact.com/personalities/larry-sabato/,1,1,0,0,0,0
Antonio Sabato Jr.,None,https://www.politifact.com/personalities/antonio-sabato-jr/,0,0,0,0,0,1
Pari Sabety,None,https://www.politifact.com/personalities/pari-sabety/,0,0,1,0,0,0
Rick Saccone,Republican,https://www.politifact.com/personalities/rick-saccone/,0,1,0,0,0,0
Maria Sachs,Democrat,https://www.politifact.com/personalities/maria-sachs/,1,0,0,1,0,0
 Sacramento Bee Editorial Board,None,https://www.politifact.com/personalities/sacramento-bee-editorial-board/,3,1,1,1,0,0
Paul Sadler,Democrat,https://www.politifact.com/personalities/paul-sadler/,2,2,1,1,0,1
Jonathan Saenz,None,https://www.politifact.com/personalities/jonathan-saenz/,0,0,0,1,0,0
 Safe Routes to Schools,None,https://www.politifact.com/personalities/safe-routes-schools/,0,0,0,0,1,0
 Safety For All Initiative,None,https://www.politifact.com/personalities/safety-all-initiative/,1,1,0,0,0,0
Karen Sage,Democrat,https://www.politifact.com/personalities/karen-sage/,1,0,0,0,0,0
Chris Salcedo,Talk show host,https://www.politifact.com/personalities/chris-salcedo/,0,0,0,0,1,0
Paul Saldaña,Democrat,https://www.politifact.com/personalities/paul-saldana/,0,0,1,0,0,0
 Salmon for All,Organization,https://www.politifact.com/personalities/salmon-all/,0,0,1,0,0,0
Dan Saltzman,Democrat,https://www.politifact.com/personalities/dan-saltzman/,1,0,0,0,0,0
Jack Salzwedel,Newsmaker,https://www.politifact.com/personalities/jack-salzwedel/,0,1,0,0,0,0
Jamie Samons,State official,https://www.politifact.com/personalities/jamie-samons/,1,0,0,0,0,0
Jeremiah Samples,None,https://www.politifact.com/personalities/jeremiah-samples/,0,1,0,0,0,0
Loretta Sanchez,Democrat,https://www.politifact.com/personalities/loretta-sanchez/,1,0,1,0,1,1
Linda Sánchez,Democrat,https://www.politifact.com/personalities/linda-sanchez/,0,0,0,1,0,0
Henry Sanders,Democrat,https://www.politifact.com/personalities/henry-sanders/,0,0,1,0,0,0
Bernie Sanders,Independent,https://www.politifact.com/personalities/bernie-sanders/,2,6,4,2,1,0
Bennett Sandlin,Activist,https://www.politifact.com/personalities/bennett-sandlin/,1,0,0,0,0,0
Franklin Sands,Democrat,https://www.politifact.com/personalities/franklin-sands/,0,0,1,0,0,0
Carla Sands,Republican,https://www.politifact.com/personalities/carla-sands/,0,0,1,0,0,0
Joe Sanfelippo,Republican,https://www.politifact.com/personalities/joe-sanfelippo/,0,2,0,0,1,1
Marjorie Sanfilippo,None,https://www.politifact.com/personalities/marjorie-sanfilippo/,0,0,1,0,0,0
Mark Sanford,Republican,https://www.politifact.com/personalities/mark-sanford/,1,0,0,0,2,0
Evelyn Sanguinetti,Republican,https://www.politifact.com/personalities/evelyn-sanguinetti/,0,0,0,0,1,0
Steve Santarsiero,Democrat,https://www.politifact.com/personalities/steve-santarsiero/,0,0,0,0,1,0
Rick Santorum,Republican,https://www.politifact.com/personalities/rick-santorum/,6,7,1,1,1,5
Erika Sanzi,Activist,https://www.politifact.com/personalities/erika-sanzi/,0,1,0,0,0,0
Vicki Saporta,Activist,https://www.politifact.com/personalities/vicki-saporta/,0,0,1,0,0,0
Melissa Sargent,Democrat,https://www.politifact.com/personalities/melissa-sargent/,0,0,0,0,1,0
Paul Sarlo,Democrat,https://www.politifact.com/personalities/paul-sarlo/,1,0,1,0,0,0
Robert Sarvis,Libertarian,https://www.politifact.com/personalities/robert-sarvis/,1,1,0,0,0,0
Richard Saslaw,Democrat,https://www.politifact.com/personalities/richard-saslaw/,0,0,0,2,3,1
Ben Sasse,Republican,https://www.politifact.com/personalities/ben-sasse/,1,0,0,0,0,0
Gary Sasse,Newsmaker,https://www.politifact.com/personalities/gary-sasse/,2,0,0,0,0,0
Julia Sass Rubin,None,https://www.politifact.com/personalities/julia-sass-rubin/,0,1,0,0,0,0
Ron Saunders,Democrat,https://www.politifact.com/personalities/ron-saunders/,0,1,0,0,0,0
Michael Savage,None,https://www.politifact.com/personalities/michael-savage/,0,0,1,0,2,1
 Save America PAC,Organization,https://www.politifact.com/personalities/save-america-pac/,0,0,0,0,1,0
 Save America's Postal Service,None,https://www.politifact.com/personalities/save-americas-postal-service/,0,0,1,0,0,0
 Save Flexible Spending Plans,None,https://www.politifact.com/personalities/save-flexible-spending-plans/,0,0,1,0,0,0
 Save My Care,None,https://www.politifact.com/personalities/save-my-care/,0,0,1,0,0,0
" Save Our City, Milwaukeeans Can't Wait",Organization,https://www.politifact.com/personalities/save-our-city-milwaukeeans-cant-wait/,0,0,0,1,0,0
 Save Our Springs Alliance,None,https://www.politifact.com/personalities/save-our-springs-alliance/,1,0,0,0,0,0
Diane Savino,Democrat,https://www.politifact.com/personalities/diane-savino/,0,0,0,0,1,0
 Say Anything Blog,None,https://www.politifact.com/personalities/say-anything-blog/,0,0,0,0,1,0
Antonin Scalia,None,https://www.politifact.com/personalities/antonin-scalia/,0,0,1,0,0,0
Steve Scalise,Republican,https://www.politifact.com/personalities/steve-scalise/,0,0,2,1,0,1
Anthony Scaramucci,Republican,https://www.politifact.com/personalities/anthony-scaramucci/,0,0,1,0,1,0
Joe Scarborough,Republican,https://www.politifact.com/personalities/joe-scarborough/,1,4,3,1,4,0
Jeremy Schaap,None,https://www.politifact.com/personalities/jeremy-schaap/,0,0,0,0,1,0
Kurt Schaefer,Republican,https://www.politifact.com/personalities/kurt-schaefer/,0,0,0,1,0,0
Gary Schaer,Democrat,https://www.politifact.com/personalities/gary-schaer/,1,0,0,0,0,0
Jan Schakowsky,Democrat,https://www.politifact.com/personalities/jan-schakowsky/,1,2,0,0,0,0
Steven Schale,Democrat,https://www.politifact.com/personalities/steven-schale/,1,0,0,1,0,0
Marc Schare,None,https://www.politifact.com/personalities/marc-schare/,1,0,0,0,0,0
Eve Schatelowitz Alcantar,Democrat,https://www.politifact.com/personalities/eve-schatelowitz-alcantar/,0,0,0,0,1,0
Brian Schatz,Democrat,https://www.politifact.com/personalities/brian-schatz/,0,0,1,0,0,0
Mike Schaufler,Democrat,https://www.politifact.com/personalities/mike-schaufler/,0,0,0,1,0,0
Adam Schefter,None,https://www.politifact.com/personalities/adam-schefter/,0,1,0,0,0,0
Maxey Scherr,Democrat,https://www.politifact.com/personalities/maxey-scherr/,0,1,0,0,0,0
Heidi Scheuermann,Republican,https://www.politifact.com/personalities/heidi-scheuermann/,0,0,1,0,0,0
Bob Schieffer,Journalist,https://www.politifact.com/personalities/bob-schieffer/,1,0,0,0,1,0
Adam Schiff,Democrat,https://www.politifact.com/personalities/adam-schiff/,1,0,0,0,1,0
Curt Schilling,Republican,https://www.politifact.com/personalities/curt-schilling/,0,0,0,2,0,0
Brad Schimel,Republican,https://www.politifact.com/personalities/brad-schimel/,1,0,2,1,2,1
Robin Schimminger,Democrat,https://www.politifact.com/personalities/robin-schimminger/,0,0,0,0,1,0
Michael Schirling,Republican,https://www.politifact.com/personalities/michael-schirling/,0,0,1,0,0,0
Phyllis Schlafly,Republican,https://www.politifact.com/personalities/phyllis-schlafly/,0,0,0,0,1,0
Matt Schlapp,Republican,https://www.politifact.com/personalities/matt-schlapp/,0,0,0,0,1,1
Mark Schlereth,None,https://www.politifact.com/personalities/mark-schlereth/,0,1,0,0,0,0
Steve Schmidt,Republican,https://www.politifact.com/personalities/steve-schmidt/,0,0,0,0,0,0
Jean Schmidt,Republican,https://www.politifact.com/personalities/jean-schmidt/,0,0,0,0,1,0
Colin Schmitt,Republican,https://www.politifact.com/personalities/colin-schmitt/,0,0,0,1,0,0
Eric Schmitt,Republican,https://www.politifact.com/personalities/eric-schmitt/,0,1,0,0,0,0
Rob Schmitt,Talk show host,https://www.politifact.com/personalities/rob-schmitt/,0,0,1,0,0,0
Brad Schneider,Democrat,https://www.politifact.com/personalities/brad-schneider/,0,1,1,0,0,0
Eric Schneiderman,Democrat,https://www.politifact.com/personalities/eric-schneiderman/,3,0,0,0,0,0
Adam Schnelting,Republican,https://www.politifact.com/personalities/adam-schnelting/,0,0,0,1,0,0
J.D. Scholten,Democrat,https://www.politifact.com/personalities/jd-scholten/,0,1,0,0,0,0
 School Freedom Fund,Organization,https://www.politifact.com/personalities/school-freedom-fund/,0,0,0,1,0,0
Michael Schraa,Republican,https://www.politifact.com/personalities/michael-schraa/,0,0,0,0,1,0
Kurt Schrader,Democrat,https://www.politifact.com/personalities/kurt-schrader/,1,0,3,0,1,0
Stephanie Schriock,Democrat,https://www.politifact.com/personalities/stephanie-schriock/,1,0,0,0,0,0
Nick Schroer,Republican,https://www.politifact.com/personalities/nick-schroer/,0,1,0,0,0,1
Michael Schrunk,State official,https://www.politifact.com/personalities/michael-schrunk/,0,1,0,0,0,0
Kurt Schuller,Republican,https://www.politifact.com/personalities/kurt-schuller/,0,0,0,0,1,0
Laura Schulte,None,https://www.politifact.com/personalities/laura-schulte/,0,0,0,0,0,0
Ed Schultz,None,https://www.politifact.com/personalities/ed-schultz/,0,1,4,3,1,2
Howard Schultz,None,https://www.politifact.com/personalities/howard-schultz/,0,1,0,1,0,0
Amy Schumer,None,https://www.politifact.com/personalities/amy-schumer/,0,0,2,0,0,0
Charles Schumer,Democrat,https://www.politifact.com/personalities/charles-schumer/,3,6,4,5,5,1
Jill Schupp,Democrat,https://www.politifact.com/personalities/jill-schupp/,0,1,0,0,0,0
Dave Schwartz,Republican,https://www.politifact.com/personalities/dave-schwartz/,0,1,0,0,0,0
Hunter Schwarz,None,https://www.politifact.com/personalities/hunter-schwarz/,1,0,0,0,0,0
Arnold Schwarzenegger,Republican,https://www.politifact.com/personalities/arnold-schwarzenegger/,1,2,0,0,1,0
Brian Schweitzer,Democrat,https://www.politifact.com/personalities/brian-schweitzer/,0,0,0,0,0,1
Peter Schweizer,None,https://www.politifact.com/personalities/peter-schweizer/,1,0,0,0,1,0
David Sciarra,None,https://www.politifact.com/personalities/david-sciarra/,0,1,0,0,1,0
John Scocos,State official,https://www.politifact.com/personalities/john-scocos/,1,0,0,0,0,0
Tim Scott,Republican,https://www.politifact.com/personalities/tim-scott/,0,1,0,1,2,0
Mike Scott,Republican,https://www.politifact.com/personalities/mike-scott/,1,0,0,0,0,0
Phil Scott,Republican,https://www.politifact.com/personalities/phil-scott/,1,0,2,1,2,0
Bobby Scott,Democrat,https://www.politifact.com/personalities/bobby-scott/,5,7,1,1,4,0
Rick Scott,Republican,https://www.politifact.com/personalities/rick-scott/,1,3,4,4,3,8
Austin Scott,Republican,https://www.politifact.com/personalities/austin-scott/,1,0,0,1,1,0
David Scott,Democrat,https://www.politifact.com/personalities/david-scott/,0,1,2,0,0,0
Tom Scott,None,https://www.politifact.com/personalities/tom-scott/,0,0,0,0,1,0
Michael Screnock,None,https://www.politifact.com/personalities/michael-screnock/,0,1,1,0,0,0
Jeff Scrima,None,https://www.politifact.com/personalities/jeff-scrima/,0,0,0,0,0,0
Kendall Scudder,Democrat,https://www.politifact.com/personalities/kendall-scudder/,0,0,0,0,1,0
Nicholas Scutari,Democrat,https://www.politifact.com/personalities/nicholas-scutari/,1,0,0,0,0,0
Dan Seals,Democrat,https://www.politifact.com/personalities/dan-seals/,0,0,0,0,0,0
Victoria Seaman,Republican,https://www.politifact.com/personalities/victoria-seaman/,0,1,0,0,0,0
Bob Sears,None,https://www.politifact.com/personalities/bob-sears/,0,0,0,1,0,0
 Seattle Police Department,None,https://www.politifact.com/personalities/seattle-police-department/,0,0,0,0,0,0
 SeaWorld,None,https://www.politifact.com/personalities/seaworld/,0,0,1,0,0,0
Kathleen Sebelius,Democrat,https://www.politifact.com/personalities/kathleen-sebelius/,1,4,1,1,0,1
Dan Sebring,Republican,https://www.politifact.com/personalities/dan-sebring/,0,1,0,0,0,0
 Secure America Now,None,https://www.politifact.com/personalities/secure-america-now/,0,1,0,1,0,0
David Segal,Democrat,https://www.politifact.com/personalities/david-segal/,0,0,0,1,0,0
Bob Seger,None,https://www.politifact.com/personalities/bob-seger/,0,0,0,0,1,0
Basil Seggos,None,https://www.politifact.com/personalities/basil-seggos/,0,0,0,0,1,0
Donna Seidel,Democrat,https://www.politifact.com/personalities/donna-seidel/,1,0,0,0,1,0
Louis Seidman,None,https://www.politifact.com/personalities/louis-seidman/,0,0,0,0,0,0
Jack Seiler,Democrat,https://www.politifact.com/personalities/jack-seiler/,0,1,0,0,0,0
Bill Seitz,Republican,https://www.politifact.com/personalities/bill-seitz/,0,1,1,0,0,0
 SEIU,Newsmaker,https://www.politifact.com/personalities/service-employees-international-union-committee-po/,0,0,2,1,1,0
" SEIU, District 1199",Newsmaker,https://www.politifact.com/personalities/seiu-district-1199/,0,0,0,0,0,0
Jay Sekulow,"None
 

",https://www.politifact.com/personalities/jay-sekulow/,0,0,0,1,0,0
Sherill Sellman,None,https://www.politifact.com/personalities/sherill-sellman/,0,0,0,0,0,1
 Seminole Tribe of Florida,None,https://www.politifact.com/personalities/seminole-tribe-florida/,0,1,0,0,0,0
 Senate Conservatives Fund,Republican,https://www.politifact.com/personalities/senate-conservatives-fund/,0,0,1,0,0,0
 Senate Democrats,Democrat,https://www.politifact.com/personalities/senate-democrats/,1,0,0,1,0,0
 Senate Leadership Fund,Republican,https://www.politifact.com/personalities/senate-leadership-fund/,0,2,2,7,0,0
 Senate Majority PAC,Democrat,https://www.politifact.com/personalities/senate-majority-pac/,0,2,6,5,4,0
 Senate Republican Conference,Republican,https://www.politifact.com/personalities/senate-republican-conference/,0,0,1,1,0,0
 Senate Republicans,Republican,https://www.politifact.com/personalities/national-senate-republicans/,0,0,0,0,0,0
 Senior Citizens League,None,https://www.politifact.com/personalities/senior-citizens-league/,0,0,0,1,1,0
Daniel Senor,Republican,https://www.politifact.com/personalities/daniel-senor/,0,0,0,0,1,0
Jim Sensenbrenner,Republican,https://www.politifact.com/personalities/jim-sensenbrenner/,2,0,1,3,4,0
Common Sense News,Activist,https://www.politifact.com/personalities/common-sense-news/,0,0,0,0,0,1
 Sensible Transportation Solutions for Austin PAC,None,https://www.politifact.com/personalities/sensible-transportation-solutions-austin-pac/,0,0,0,1,0,0
Eugene Sepulveda,Democrat,https://www.politifact.com/personalities/eugene-sepulveda/,0,0,0,0,0,1
José Serrano,Democrat,https://www.politifact.com/personalities/jose-serrano/,0,1,0,0,0,0
Jeff Sessions,Republican,https://www.politifact.com/personalities/jeff-sessions/,1,2,6,1,4,0
Pete Sessions,Republican,https://www.politifact.com/personalities/pete-sessions/,0,0,1,1,0,0
Joe Sestak,Democrat,https://www.politifact.com/personalities/joe-sestak/,0,1,1,1,0,0
David Sewell,Republican,https://www.politifact.com/personalities/david-sewell/,0,0,1,0,0,0
Buck Sexton,Republican,https://www.politifact.com/personalities/buck-sexton/,0,0,0,0,1,0
Nick Seymour,None,https://www.politifact.com/personalities/nick-seymour/,0,0,1,0,0,0
Thomas Sgouros Jr.,Columnist,https://www.politifact.com/personalities/thomas-sgouros-jr/,0,0,0,0,1,0
Chris Sgro,Activist,https://www.politifact.com/personalities/chris-sgro/,0,1,0,0,1,0
Vicki Shabo,None,https://www.politifact.com/personalities/vicki-shabo/,0,1,0,0,0,0
Randi Shade,Democrat,https://www.politifact.com/personalities/randi-shade/,0,2,1,0,0,0
David Shafer,Republican,https://www.politifact.com/personalities/david-shafer/,0,0,0,0,0,0
Raj Shah,Democrat,https://www.politifact.com/personalities/raj-shah/,1,0,0,0,0,0
Jeanne Shaheen,Democrat,https://www.politifact.com/personalities/jeanne-shaheen/,2,4,4,3,0,0
Donna Shalala,None,https://www.politifact.com/personalities/donna-shalala/,0,0,1,1,0,0
Farouk Shami,Democrat,https://www.politifact.com/personalities/farouk-shami/,1,0,2,1,2,1
Katrina Shankland,Democrat,https://www.politifact.com/personalities/katrina-shankland/,0,0,0,2,1,0
Ben Shapiro,Republican,https://www.politifact.com/personalities/ben-shapiro/,0,0,0,1,1,0
Susan Shapiro,Activist,https://www.politifact.com/personalities/susan-shapiro/,1,0,0,0,0,0
Josh Shapiro,Democrat,https://www.politifact.com/personalities/josh-shapiro/,1,0,0,0,0,0
 Shared This,None,https://www.politifact.com/personalities/shared/,0,0,0,0,1,0
Barbara Sharief,Democrat,https://www.politifact.com/personalities/barbara-sharief/,0,0,0,1,0,0
Pearson Sharp,Journalist,https://www.politifact.com/personalities/pearson-sharp/,0,0,0,0,0,1
John Sharp,Democrat,https://www.politifact.com/personalities/john-sharp/,0,0,1,0,0,0
Mark Sharpe,Republican,https://www.politifact.com/personalities/mark-sharpe/,0,0,0,1,0,0
Al Sharpton,Democrat,https://www.politifact.com/personalities/al-sharpton/,0,1,1,2,1,0
Brigid Shea,Democrat,https://www.politifact.com/personalities/brigid-shea/,1,1,1,0,0,0
Carol Shea-Porter,Democrat,https://www.politifact.com/personalities/carol-shea-porter/,1,1,1,1,0,0
Kathy Sheehan,Democrat,https://www.politifact.com/personalities/kathy-sheehan/,0,1,0,0,0,0
Tim Sheehy,Business leader,https://www.politifact.com/personalities/tim-sheehy/,1,0,0,0,0,0
Richard Shelby,Republican,https://www.politifact.com/personalities/richard-shelby/,0,0,0,0,1,0
 Sheriff David Clarke for U.S. Senate,Organization,https://www.politifact.com/personalities/sheriff-david-clarke-us-senate/,1,0,0,0,0,0
John Sherman,None,https://www.politifact.com/personalities/john-sherman/,0,0,0,0,1,0
Glenford Shibley,Republican,https://www.politifact.com/personalities/glenford-shibley/,0,1,0,0,0,0
Mike Shields,Republican,https://www.politifact.com/personalities/mike-shields/,0,0,0,0,1,0
Mark Shields,None,https://www.politifact.com/personalities/mark-shields/,1,0,0,1,0,0
Jennifer Shilling,Democrat,https://www.politifact.com/personalities/jennifer-shilling/,1,2,1,1,1,0
John Shimkus,Republican,https://www.politifact.com/personalities/john-shimkus/,0,0,0,1,0,0
Jeff Shipley,Republican,https://www.politifact.com/personalities/jeff-shipley/,0,0,0,0,0,1
Ron Shipman,None,https://www.politifact.com/personalities/ron-shipman/,0,1,0,0,0,0
Judy Shiprack and Diane McKeel,None,https://www.politifact.com/personalities/judy-shiprack-diane-mckeel/,0,0,1,0,0,0
Mike Shirkey,Republican,https://www.politifact.com/personalities/mike-shirkey/,0,0,0,0,2,0
Martin Shkreli,None,https://www.politifact.com/personalities/martin-shkreli/,0,0,0,0,1,0
Marc Short,Republican,https://www.politifact.com/personalities/marc-short/,0,0,1,0,0,0
Sameh Shoukry,None,https://www.politifact.com/personalities/sameh-shoukry/,0,0,0,0,1,0
Maria Shriver,None,https://www.politifact.com/personalities/maria-shriver/,0,0,0,1,0,0
Peter Shumlin,Democrat,https://www.politifact.com/personalities/peter-shumlin/,0,0,1,0,0,0
David Shuster,None,https://www.politifact.com/personalities/david-shuster/,0,0,0,1,0,0
Melvin Sickler,Organization,https://www.politifact.com/personalities/melvin-sickler/,0,0,0,0,1,0
Mark Sickles,Democrat,https://www.politifact.com/personalities/mark-sickles/,0,0,0,0,1,0
Gary Sides,Republican,https://www.politifact.com/personalities/gary-sides/,0,0,0,0,1,0
Rachel Siegel,Progressive Party,https://www.politifact.com/personalities/rachel-siegel/,0,0,0,1,0,0
Carol Siemon,Democrat,https://www.politifact.com/personalities/carol-siemon/,0,0,0,0,0,0
 Sierra Club,None,https://www.politifact.com/personalities/sierra-club/,0,1,0,2,1,0
Mira Signer,Organization,https://www.politifact.com/personalities/myra-signer/,1,0,0,0,0,0
Stephen Silberkraus,Republican,https://www.politifact.com/personalities/stephen-silberkraus/,0,0,0,0,0,0
Astrid Silva,Democrat,https://www.politifact.com/personalities/astrid-silva/,0,0,0,0,0,0
Milly Silva,Democrat,https://www.politifact.com/personalities/milly-silva/,0,1,0,0,0,0
David Silverman,Activist,https://www.politifact.com/personalities/david-silverman/,0,0,0,0,1,0
Sarah Silverman,Democrat,https://www.politifact.com/personalities/sarah-silverman/,1,0,1,0,0,0
Kim Simac,Republican,https://www.politifact.com/personalities/kim-simac/,1,0,0,1,0,0
David Simas,Democrat,https://www.politifact.com/personalities/david-simas/,0,0,0,0,1,0
David Simmons,Republican,https://www.politifact.com/personalities/david-simmons/,0,0,0,0,1,0
Barney Simms,None,https://www.politifact.com/personalities/barney-simms/,1,0,0,0,0,0
Howard Simon,Activist,https://www.politifact.com/personalities/howard-simon/,0,0,0,0,0,0
David Simpson,Republican,https://www.politifact.com/personalities/david-simpson/,1,1,0,0,0,0
